nomor,nama_akun,tanggal_komentar,komentar
782,@zfn9633,2023-09-13T08:43:17Z,Jual aja barang bukti narkobanya ke negara lain yg legalin narkoba...duit nya buat bayar hutang negara
783,@mommyhadne810,2023-09-13T14:42:15Z,"Itu duit sitaan,kendaraan dll yakin 100% masuk aset negara????? 😆😆😆"
784,@agussutrisno312,2023-09-20T10:42:10Z,BB narkoba jangan sampai di tukar yng sama dengan sabu mislx garam trimakasih polri sdh mexelamat kan bangsa indonesia damai sehat bebas dr narkoba
785,@rojalihanim8525,2023-09-17T13:10:14Z,"KITA LIHAT NANTI KASUS INI APAKAH AKAN BERAHIR SEPERTI  PREDY- BUDIMAN  NGGAK......   KALAU MAU ADIL SIH HARUS SAMA DG PREDY BUDIMAN  , YAKNI HUKUMAN MATI .......  TERUS APA KABAR JENDRAL TEDDY MINAHASA.......    ??????<br>MAU TEGAS JANGAN TANGGUNG TANGGUNG AH........  !!!!!!    INI JUGA AKAN MENIMBULKAN KECEMBURUAN KEADILAN  , BAGI KELUARGA  PELALU PELAKU NARKOBA SEBELUM NYA.......YG SUDAH DI EKSEKUSI......!!!!"
786,@viathrueafends4670,2023-09-15T19:09:47Z,"Mayan biar keliatan kerja .. cukong lainya msh aman,klo bnr gk ngelenong tembak tu bandar"
787,@eddyila,2023-09-13T01:02:27Z,Uangx bnykkkkk sekali ya Allah dikemanakan uang itu
788,@NiningKhoerunnisa,2023-09-19T11:47:29Z,Hukum berat para pelaku dan miskinkan...
789,@belajarteknisi7180,2023-09-13T05:32:38Z,"woow.. 10 T, menghasilkan uang 1 jt pun sekarang susah.. Good Luck Polri"
790,@mbahdawer2230,2023-09-13T05:31:28Z,"predi pratama tu apanya ya dengan almarhom predi budiman, gembong narkoba yg di hukom mati di nusa kambangan, 🇮🇩🇮🇩 👍👍🇮🇩🇮🇩polri"
791,@miftaahfauzi2563,2023-09-13T02:30:01Z,escobar kearifan lokal
792,@mamakeubi7813,2023-09-20T03:04:01Z,Hukum mati
793,@saihosusanto3061,2023-09-19T13:10:16Z,HUKUM MATI DACH.. BIAR CEPET HABIS TUH POPULASI ORG JAHAT. DI NEGRI INI TERMASUK PEJABAT KORUP DAN PEMIMPIN  YG DZOLIM.
794,@achdenied9126,2023-09-15T07:13:55Z,Ntar BB nya juga muter mulu 😂😂😂
795,@muhidris1251,2023-09-16T08:29:28Z,Pantas saja bangsa Indonesia sulit berkembang ternyata ini semua penyakit nya
796,@mbahdawer2230,2023-09-13T05:25:52Z,🇮🇩👍👍👍 polri
797,@user-so7cf2tz4d,2023-09-14T06:21:48Z,KALO KORUPSI TIDAK DIMISKINKAN MAKA ENJOY AJA . TAPI KENAPA SABU DIHUKUM MATI ??
798,@finoritaita7064,2023-09-12T23:47:36Z,Hukum mati
799,@Jou160,2023-09-13T20:27:14Z,Bravo
800,@ahmadjaelani-ss4ws,2023-09-17T05:39:28Z,"Uang 65 M jangan dikantongin pak, sumbangan kan kepada rakyat kecil"
801,@efendisitorus1879,2023-09-18T12:51:27Z,"Tdk mungkin bisa masuk Narkoba ke Indonesia kalau tidak ada yg membekingi  ,mohon kepada kapolri tolong lebih tegas"
802,@hariuntung5942,2023-09-19T15:46:49Z,Perusak bangsa dan generasi muda wajib dihukum mati.karna narkoba suda masuk desa.bukan ABRI masuk desa seperti jaman suharto.tapi mnakroba masuk desa pengedar wajib di hukum mati.kalau di miskinkan saja pasti tetap jalan
803,@semganteng,2023-09-17T02:06:30Z,seharusnya aset itu di bagi-bagi kan ke warga yg tdk mampu...
804,@taufanwahyuprakoso84,2023-09-13T00:46:22Z,Saatnya ungkap kasus demi jabatan kapolri.. Sudah kebaca dari masa kemasa sprti ini..
805,@tubagusrahmat5782,2023-09-18T00:02:29Z,Cobs tangkap bandarnya..itu kewajiban polri dan baru prestasi buat polri
806,@ridwanombrochanel4386,2023-09-16T19:43:12Z,Dan mungkin lebih menarik jika vidio exsekusi di lakukan dengan live
807,@ibusuryati5328,2023-09-14T04:25:57Z,"Btulllll se777 skaleee!!  Tangkappp pelaku, sita uang &amp; harta hsil kejahatannya!!<br>💪💪😊👍👍🇮🇩🇮🇩❤"
808,@user-hx9yi4dx6y,2023-09-13T10:01:25Z,Terus kembangkan jangan berhenti sampai disini tidak menutup kemungkinan adanya oknum aparat yg menjadi bekingan dalam sindikat jaringan pengederan narkoba jaringan besar ini.
809,@zelsonsinaga1144,2023-09-18T10:14:40Z,"Harus di hukum mati dan di sita semua hartanya, karena masyarakat indonesia sudah banyak yg menderita dan sengsara akibat mereka."
810,@suriadyhusein3149,2023-09-13T00:05:29Z,yg terlibat hukum kalau oknum polisi di berhentikan
811,@haribudiawan7264,2023-09-13T05:12:22Z,Dunia ini panggung sandiwara
812,@suryadani8783,2023-09-13T05:08:49Z,Barito utara itu kalteng boss
813,@hiburangrogot1,2023-09-13T19:52:47Z,"Gmn nih bakingnnya , sebesar itu sangat vantastis loh"
814,@maulanaSharif286-zq7iq,2023-09-15T14:10:35Z,"Bahayaaa siaga tingkat tinggi,"
815,@PutraSutrisno-vo4hn,2023-09-13T11:18:12Z,Kenapa narkoba di Indonesia gak pernah habis ya padahal sudah diberantas
816,@srihariyanik1178,2023-09-15T10:22:29Z,MANTAP POLRI  SEJATI KITA MISKINKAN DAN DISITA ASSET OKNUM BANDAR2 NARKOBA SEKALIAN OKNUM BACKINGNYA GBU🤝👍👍👍👍😍😍😗😗💖💖💪💪🇮🇩🌏
817,@helmisukanda670,2023-09-14T16:32:04Z,Kalau mau negri ini aman seluruh yg terlibat hukum mati sesuai dgn UUD narkoba .jgn lenyap dan senyap
818,@eengharianto872,2023-09-17T19:54:35Z,hukum mati yg pantas sita asetnya untuk negara dan rakyat ..
819,@avengerstv4973,2023-09-14T18:14:18Z,WAJIB TEMBAK MATI
820,@tarajunaidi4389,2023-09-15T06:14:45Z,"Yg paling heran kenapa didalam penjara masih bisa mengendalikan narkoba, jadiseolah olah penjara bukan efek jera tapi malah jd tmpt persembunyian yg paling aman"
821,@autoviral2805,2023-09-18T14:16:32Z,Selagi oknum polisi masih bisa di beking mafia tdk heran hal ini terjadi
822,@patimahbintisoheh9086,2023-09-13T07:41:41Z,Ambil sama pemerintah biar kita hidup yng ga layak jadi layak
823,@Pejuang_1224,2023-09-17T09:16:12Z,Uang nya mau di kemanain ya
824,@darsonodarsono5040,2023-09-19T17:36:47Z,Beking perdagangan narkoba satu tni dan polri dua imigersen  kalao polisi dan tni tidak jadi beking  sudah tidak ada yang namanya nar koba karena  contah tki membawa tembakkosaja di bandara ditangkap membawa jarum saja kena tangkap kok ada kkb ada gam  yang sudah ter jadi timor2 kanana gosmo tni hapus 1 orang saja tak bmampu  matinya perajuret utok apa jadi pengalaman yang lalu harus di ingat siapa yang jadi peng hianat negara
825,@qwertydragon1522,2023-09-13T14:58:11Z,Ciieeeeee gak di sita aja ?
826,@husnimubarok2888,2023-09-19T05:20:37Z,"Ini baru penegak negara yg luar biasa, saya dari masyarakat mengapresiasikan kepada jajaran kepolisian yg bertugas yg bisa mengungkap gembong besar narkoba🙏🙏🙏"
827,@MrDonario87,2023-09-16T04:34:47Z,Buat nyicil hutang negara bagus tu duit.
828,@junaidi619,2023-09-16T02:58:10Z,Lahan basaaaaaah.
829,@RayaSpaceU,2023-09-13T04:09:21Z,"Nah mantap kerjasama dengan Polisi Thailand, Malaysia good Job POLRI"
830,@maimunah9822,2023-09-12T22:33:59Z,Alhamdulillah .....semoga para jaringan bandar narkoba segera diberantas sampai ke akar2 nya
831,@iyansopandi4429,2023-09-13T00:34:15Z,Nilai yg fantastis layak hukuman mati
832,@yokeagustiranda8826,2023-09-15T20:01:02Z,Gue ngerasa ada hubungan nya sama irjen teddy minahasa logis gak sih.. Dengan teddy udh di tahan jadi gak mulus buat bandar yang lain
833,@budiprasetyo4293,2023-09-13T08:31:25Z,hati2 ntr di... (sensor)
834,@atinrositin3888,2023-09-18T07:34:31Z,😲😲😲
835,@andraofficial7182,2023-09-17T08:49:27Z,"boss narkoba tuh pasti di backing sama aparat / orang pemerintah 😂 Kalau yg ketangkep gitu pasti cuma bandar biasa yg cuma dijadiin tumbal, Udah bukan rahasia umum lagi sih kalau ini"
836,@bayuirvan4472,2023-09-16T07:52:31Z,Koruptor kapan dimiskinkan nya??
837,@yoyoksugiarto9429,2023-09-13T01:41:29Z,Tedy Minahasa ke dua 😂😂
838,@harrisparningotan6923,2023-09-15T15:07:07Z,😅😅😅 kok baru tau? Berarti petugas negri ini masih nolll besarrr.
839,@panduferdiansyah7638,2023-09-19T10:06:08Z,Hukum mati
840,@mochtaryahya8519,2023-09-16T04:10:39Z,indonesia itu tanah subur emas ada berlian ada tembaga ada makanya orang negara luar negeri itu iri dengki
841,@jhonriski2725,2023-09-15T14:02:03Z,Wehhh bisa bayar cicilan hutang negara ini banyak betul itu uang udh triliunan
842,@yuliaanita3029,2023-09-13T14:43:56Z,Awas barang bukti nya ...
843,@eddyjunaidi2895,2023-09-13T04:08:13Z,Yg jadi Pertanyaan nilai 10 T itu bisa lolos kmrn2..Apa ada Peranan POLISI???Trus BOS Narkoba nya sdh ketangkep??palg Bisnis Narkoba nya bisa beli Aset Hotel dsb..
844,@dewiobrien6195,2023-09-13T07:46:23Z,"sangat proud dengan kepolisian indonesia , sehat semua bapak2 yg telah ikut andil semua 🙏🏼🙏🏼🙏🏼"
845,@vin_goo5661,2023-09-15T22:55:01Z,dan kasus sambo pun menghilang.😂😂😂
846,@covermotortrendy9921,2023-09-13T17:30:26Z,Bebaskan saja. Hukum Gak bakal kuat karena ada pejabat yg melingdungi
847,@gatotsuyudono3868,2023-09-17T13:08:56Z,Salut buat POLRI tangkap gebuk gruduk langsung tembak klau UNDANG2 memperbolehkan heee mana tu dosen UI Markonah kok diam sih tembok door pantatnya dooor
848,@rimbahardjianto9046,2023-09-13T04:49:11Z,"Benar sekali bpak polisi yg terhormat, berantas, harus dimiskin kan, di habiskan jaringan nya, 🙏"
849,@dmasssantoooo3554,2023-09-12T23:37:45Z,Mantap pak pol ...hukum mati aja .
850,@arclegiongamer433,2023-09-13T10:20:05Z,Kenapa baru terungkap?? <br>Yang beking sudah tumbang ya?? 😂😂😂😂<br>Oli  mesin palsu ga sekalian ? Omset nya  diatas 10 T malahan
851,@sonyzidane6926,2023-09-16T06:29:02Z,PALING SETINGAN...DIA YG PUNYA DIA JUGA YG NANGKAP 😂😂
852,@mohsayuti9755,2023-09-16T01:41:59Z,Koruptor klu kayk ginj
853,@thefamilypareesa,2023-09-14T04:45:56Z,Hukum mati .....udah byk byk membunuh generasi muda bangsa kita
854,@vendykurnawan6808,2023-09-18T05:39:36Z,MAFIA NARKOBA + KORUPTOR = HUKUM MATI !.
855,@aisyahkiirana421,2023-09-15T02:54:31Z,Cina semua bandar besar nya itu
856,@dekadisanjaya1384,2023-09-17T02:19:47Z,Semoga tidak ada oknum dibelakangnya yg ngambil sabu&quot; itu yaaa pak polisi....
857,@omipan9711,2023-09-13T15:45:51Z,Behhhh jan ngueeriiii.....
858,@agunksudrajatdiwandono2726,2023-09-13T10:11:05Z,mungkin jenazah 4orang yg hilang kepala nya bersangkutan sama kasus ini ??
859,@annvedderbach8100,2023-09-16T04:17:48Z,Kebetulan kok namanya Fredy semua ya....😢
860,@wanwanredwan6044,2023-09-13T07:32:48Z,Bravo pak polisi
861,@rohkudis,2023-09-13T18:47:44Z,Ketika bandar narkoba stop bayar pajak😂 langsung di ringkus. Kalo cuan di bagi pasti aman😂😅
862,@namadepan2748,2023-09-13T09:27:07Z,Jangan sampai terlupakan rempang😢
863,@bejojenggot9422,2023-09-13T00:32:43Z,"Hebat hebat mantap polisi Indonesia Brantas terus jaringan narkoba sampai ke akar-akarnya, lanjutkan."
864,@jo-hart5981,2023-09-18T06:24:27Z,"Hukum mati termasuk oknum aparat yg terlibat, jangan lantas nanti mendapatkan diskon 50%. Seharusnya yg mendiskon juga dikenai pasal."
865,@DedeRoniah-ht5nq,2023-09-13T15:35:01Z,Semua akan menjadi hantu penghuni Nusa Kambangan
866,@wtaslksworldttv,2023-09-15T08:58:56Z,Sambo dan minahasa juga gembong PENJAJAH
867,@junikoharis7278,2023-09-13T05:19:02Z,Kenapa kok narkoba dan Pornografi  pemerintah lebih gampang menangani dan lebih cepat mengusut hukum nya tapi kalau masalah urusan Korupsi sangat susah untuk di usut tuntas dan sangat lambat kinerjaan saat ada pemberantasan Korupsi sangat mudah menangani Kasus seperti ini
868,@user-ul2ru8bn4k,2023-09-16T07:57:08Z,Alhamdulilah semoga polri kasus2lainnya terungkap semoga papolisi sehat 🎉🎉
869,@yahputriaisyahbalqis5244,2023-09-13T14:00:10Z,Kalau ada penegak hukum atau jendral yg caba2 melindungi ringkus dan tangkap dan hukum mati .tiada ampun buat mereka2 ini
870,@aliyahismail4445,2023-09-16T03:20:55Z,Stlah disita polisi narkoba&amp;uangnya sebanyak itu dikemanakan sih?
871,@aimseimbraow7320,2023-09-13T07:05:59Z,"Barbuk tlg d musnahkan d liput media,cz biasanya d smpn dan d gunakan oleh internal pihak tak bertanggung jawab"
872,@atptangerang,2023-09-16T01:04:53Z,"fredy budiman di eksekusi regu tembak, yg ini pun seharusnya sama, terutama polisi yg terlibat kejahatan ini, krna tanpa mereka kejahatan seperti ini tdk akan bertumbuh hingga begitu besar yg merusak generasi bangsa"
873,@hadisoje826,2023-09-19T12:44:11Z,Dari dulu Pelaku narkoba di tangkap tapi Barangnya di Amankan di simpan oknum polisi. Coba kalau ada barang bukti yang akan di musnakan di siarkan Langsung biar rakyat bisa lihat sekalian jadi saksi.
874,@nicname4989,2023-09-14T14:57:32Z,Lagi bersih2 nih mau thn baru ..<br>Mau naik jabatan kya nih ..<br>Syukur lah klo gtu ...
875,@adityachenel2068,2023-09-16T04:09:37Z,Duh itu uang lumayan buat bangun kampung aku
876,@AsusZenfone-dr8wc,2023-09-12T22:27:36Z,Ngk heran jg...nanti jg BB di jual lgi 😂😂😂😂
877,@samsulbahrinurdin5034,2023-09-12T22:52:56Z,Maju terus Bareskrim polri dalam memberantas narkoba.sukses dan sehat selalu bapak Komjen pol Wahyu Widada dan jajaran.
878,@tokounik8698,2023-09-13T01:05:08Z,Kelanjutan kasus ini beserta barang buktinya hrs dikawal
879,@dyokers,2023-09-14T16:39:27Z,Terbongkarnya ketika mendekati pemilu selalu ada berita² besar kenapa ga di awal² setelah pemilu selesai....apakah ada sesuatu tersembunyi di balik berita² besar
880,@faktarahasia5564,2023-09-20T05:20:15Z,10T sdh bisa maju capres
881,@RahmatAli-hd5fx,2023-09-13T07:44:20Z,"Bagus buat polisi yg jujur,uang sitaan nya bisa buat bayar utang ke cina atau buat biayaiin pemilu.konsfirasi tingkat tinggi...."
882,@Deka_andai,2023-09-13T05:05:35Z,Tahanan elit mah di kasih kursi 😂
883,@AnwarAnwar-tj3cx,2023-09-13T03:31:43Z,Jokowi  mau dipaksa oleh rakyat  untuk masuk penjara atau  kesadaran sendiri untuk.masuk  bui
884,@akhimakhmad3741,2023-09-12T22:55:36Z,Seneng jika bisa nangani kasus seperti ini.    Dari pada ngurusi pencemaran nama baik dan masalah ecek 3cek lainnya
885,@mumun6637,2023-09-19T01:36:35Z,Ini Indonesia akan di hancurkan
886,@santosutikno7117,2023-09-13T13:03:24Z,"hukum mati aja,ksian ank cucu kita"
887,@harleenkaurpaulduplantis1939,2023-11-20T14:52:13Z,Bagi bagi rakyat miskinlah pak duitnya😂
888,@riswanwan7274,2023-09-19T04:59:52Z,"Narkoba penghancur generasi bangsa. Hukum di Indonesia kalau ada uang bisa di beli jangan takut… koruptor aja hanya beberapa tahun shj yg korup triliunan bisa bebas, mbunuh orang pun bisa di negosiasi hukumannya …. Jaji ada uang bisa lepas punya…"
889,@roufareka7410,2023-09-14T10:58:09Z,Harusnya dilegalkan
890,@NyaiRohayati-mv4rj,2023-09-19T22:08:43Z,Adili dan tembak mati.karena mereka menghancurkan harapan keluarga masrakat dan negara
891,@taufiqrahman9978,2023-09-13T07:37:13Z,"Nkri dihancurkan oleh pihak2 luar negri yg tdk suka nkri jd negara besar dan kust, mk itu pihak2  yg senang nkri hancur brrkeping2 ,<br>U iti pilpres intinya adalah hancurkan sarang2 narkoba termasuk beking2 pihak keamanan kita dan orang2 yg tdk bertanggung jawab 😂😢"
892,@foodlover3129,2023-09-13T00:35:00Z,<b>Teddy Minahasa: &quot;Terbesar !?? 🤣🤣🤣 Rp10T hanya seupil buat jaringan internalku yang tertutup tanpa berita viral beginian&quot;</b>
893,@marwoto-od4no,2023-09-19T11:45:25Z,Semoga semakin banyak dan lengkapnya aparat penegak hukum bisa mewujudkan harapan masyarakat yang betul2 makmur dan adil sejahtera
894,@nazerywak2303,2023-09-18T04:21:21Z,Modarr miskin kan sj yg melakukan Marlina tembak mati sj
895,@sukamto3002,2023-09-15T11:07:42Z,Semoga yg membeking  Bandar Narkoba segera nyungsep !
896,@FatimahShopia-jo9qn,2023-09-15T10:29:45Z,Cair cair cair 😂<br>Pada semangat pasti anggota nya .
897,@seroja5249,2023-09-13T04:05:29Z,Entahlah.klu kasus sprti ini kmi ckup menilai dr kasus2 sblumnya.nnti jg senyap sndri nggak tau klnjutannya bagaimana
898,@jrctvlivestreaming7828,2023-09-13T12:25:53Z,"Bertahin tahun ngebongkar. Bandar besar, pengedar, barbuk bejibun tiap operasi, berkampanye bertahun tahun anti nakoba..tp kok gk hbs hbs y... boleh gk siih di jelasin detailnya..."
899,@amirrahman2345,2023-09-16T00:53:02Z,"Koruptor pak berani gk, kalau narkoba itu hasil dia sendiri gk mencuri uang rakyat"
900,@maisuri2175,2023-09-20T08:09:13Z,Waw duity byk bgt...ya allah..semoga jd yg terbaik kabarekrim
901,@emybany,2023-09-20T03:39:50Z,"Kami sebagai Rakyat Indonesia , berharap semoga penegak hukum bisa tegas memberikan HUKUMAN yang berat buat mereka yang telah MERUSAK GENERASI bangsa, siapapun itu yang sudah terlibat harus di beri HUKUMAN yang SETIMPAL &amp; tidak pandang bulu meskipun Dia aparatur /pejabat negarA."
902,@celeng8814,2023-09-13T02:02:49Z,Semga benar benar di tindak tegas beserta beking beking nya.
903,@tuturkentoro5536,2023-09-13T07:03:04Z,"Alhamdulillah,,,, terimakasih Ya Allah engkau telah mempermudah Kepada bapak2 polisi untuk mengungkap jaringan narkoba,,semoga bapak2 polisi Indonesia sehat selalu"
904,@harisuswanto9718,2023-09-21T15:07:16Z,Mantap Polri 👍👍👍
905,@acakkaduthiburan5482,2023-09-15T23:34:39Z,"Wah polisi tajir melintir bagi-bagi tangkapan kakap,  sitaan dicak rata ya pak"
906,@user-xs2hg9ir1g,2023-09-15T06:50:23Z,Gila tidak tanggung
907,@sempurnasempurna8007,2023-09-17T07:30:37Z,Tiada hukum yg pantas..selain hukuman gantung..
908,@sabaraquarius-dt8wf,2023-09-13T09:48:16Z,Dalang nya yah ada di  sebagian penegak hukum itu sendiri udah dari dulu kan itu cuan2 🤣🤣🤣
909,@ngadiminkudus5810,2023-09-14T14:12:22Z,penghancur generasi bangsa❤❤
910,@noorcahya5496,2023-09-13T13:26:12Z,Inilah manusia manusia b**d*b yang sesungguhnya perusak bangsa
911,@susantosusanto9890,2023-09-19T08:01:48Z,Kita lihat saja nanti vonis yg di jatuhkan hakim
912,@reyhan1538,2023-09-15T15:34:41Z,Uang sm barang buktinya di kemanain tuh..harus jelas...jngn sampe di jual lgi sma polisi...
913,@kundhori4047,2023-09-17T08:40:49Z,"Selagi hukum tidak pasti dan tegas terhdp pelaku pengedar markoba, negri ini jadi gudang bandar"
914,@sbk8315,2023-09-13T01:35:00Z,"Baguuus sih,tp saya masih blm percaya barang hasil sitaan nya di musnahkan sm polisi 😂 drpd nganggur,mending dijual lg 😂 lumayan"
915,@ArisAris-ru3md,2023-09-16T23:33:38Z,Coba sama dengan koruptor pas ketangkep jagan di sita hasil uang yang di ambil. Tp berikut kekayaan yg dipunya alias di miskinkan
916,@torrentto2657,2023-09-13T07:44:55Z,Padahal kan narkoba nya di jual ke luar negri
917,@perjalanancahaya2849,2023-09-16T13:01:15Z,Knp di zaman Jokowi narkoba dan judi marak !!!
918,@channeloscov8461,2023-09-12T23:39:58Z,"banyak polisi yg kerjasama dgn pengedar bahkan jadi pengedar juga. <br>tapi ada juga polisi yg menangkap pengedar, itulah polisi indonesia, akhlaknya gak jauh beda dgn rakyatnya."
919,@jackbaihaki3261,2023-09-13T02:15:39Z,Kalau sdh ditangkap jgn dilepas hukum mereka dgn hukum mati
920,@putriqudsiyah1168,2023-09-17T07:32:48Z,Lebih liar biasa kasus rempang
921,@mikharienmetalworks8498,2023-09-16T09:47:14Z,"Mereka Jaringan narkoba int mohon DENSUS88 jangan di doorr ...!<br><br>Mereka bukan ISLAM, bukan  FPI ,bukan KILAFAH, bukan TERORIS RADIKAL RADIKUL..!"
922,@zaelanyvivo6016,2023-09-17T15:30:42Z,Cuci . Cuci cuci cuci
923,@akbenirahmat4401,2023-09-18T06:04:35Z,Dapatproyek lg polri ini pasti milyaran  rata 1 orang polisi dapat 200 jt
924,@fahrulanam4239,2023-09-16T05:38:00Z,Yg bintang bintang  kenyang tu      selain kenyang sama duit nya  barang buktu d edarkan lagi
925,@samuelrinaldi7052,2023-09-13T01:18:47Z,Trus habis disita uangnya kmna pak?
926,@lebahratu2240,2023-09-15T15:22:51Z,Terima kasih untuk para bandar dan cukong yg telah dengan susah payah dengan suka rela mengumpulkan barang bukti untuk disita oleh polri untuk nanti di jadikan aset negara dan di pergunakan untuk kepentingan rakyat. Semoga kalian terus rajin mengumpulkan lagi dalam penjara nanti sebelum dihukum mati.
927,@ahmadfauzan3020,2023-09-12T22:39:04Z,Polisi sudah tahu itu sejak berbulan bulan yang lampau. Tapi diviralkan sekarang.  Pengalihan isu REMPANG.
928,@AnjayRandom,2023-09-13T04:32:42Z,"Bisnis yg paling gede untung nya ya narkoba, tapi resiko nya juga gede. Hayo yg berani terjun siapa wkwkwkwk"
929,@irwaniskandar6934,2023-09-19T01:34:38Z,Hukuman mati
930,@maskohar708,2023-09-13T03:06:02Z,Luar biasa....terus mau kemana kita ....?
931,@WarnerHomeVidio,2023-09-13T07:56:05Z,Salut sih dengan tanggapan memiskinkan si pelaku agar kedepannya tidak punya dana untuk mengulang kasus serupa  🤭 tapi menurut saya untuk menghentikan secara permanen ya (Hukuman mati) seperti halnya perusahaan besar pasti ada yg namanya cabang atau anak perusahaan
932,@madinatv2023,2023-09-18T12:24:23Z,"Apresisasi buat kepolisian atas terungkapnya kasus ini, jgn lupa aparat pembekingnya jg di tangkap, karna itu pasti ada yg terlibat."
933,@dikalahlamaa901,2023-09-16T17:41:38Z,Salut polri indonesia seperti itu bisa ditangkap dibasmi dan dimusnahkan hebat polri indonesia
934,@mawarmerahmawarmerah6631,2023-09-18T05:48:57Z,"Hukum mati semua para pelaku pengedar narkoba ( jaringan narkoba) karena telah merusak generasi muda penerus bangsa,gegara barang haram ini....<br>Mereka hanya ingin mendapatkan uang dengan secara instan, tidak memikirkan dampaknya terhadap orang yg memakainya....<br>Sekarang ini tidak hanya di Indonesia jaringan ini beraksi,disemua negara pun sama..."
935,@wandanda939,2023-09-16T07:26:19Z,"Klw bisa jng narkoba doang yg di miskinkan,para koruptor jg harus di miskin kan"
936,@user-xi9mf2dq6i,2023-11-11T18:00:59Z,"Uangnya bisa buat bayarin utang Indonesia dan beli persenjataan negara kita untuk pertahanan, mungkin kalau kau jual racun itu tak di Indonesia lagi aku set7 dan kau bantu lah perkuat negrimu sendiri"
937,@mohdanas5422,2023-09-18T19:49:22Z,Miskinkan perusak anak bangsa
938,@warisannusantara9397,2023-09-17T02:24:52Z,Di sumut banyak raja2 mafia narkoba yg masih aman bertengger..
939,@robsonhoms2798,2023-09-17T01:20:17Z,"Terima kasih pada pemerintah Thailand &amp; Malaysia ... 👏👏👏<br><br>Kapan saya bisa bekerja dengan layak di Indonesia ini?, supaya tidak menjadi orang orang seperti itu dikarenakan sulitnya mencari lapangan pekerjaan<br><br>Kebanggaan saya terhadap polisi terletak pada Kapolri pertama, itu yg saya hormati &amp; saya kagumi terhadap institusi Polri selama saya hidup, selain itu, semua Kapolri yg ada &amp; sebelumnya saya anggap sampah, bila seandainya dia tidak ada, mungkin nama Polri sudah tidak bisa terselamatkan lagi di Indonesia ini"
940,@sangksatria3167,2023-09-12T23:34:02Z,"Alhamdulillah, kami sangat berterima kasih atas prestasi ini."
941,@rajayahya9511,2023-09-13T01:18:55Z,👍👍👍👍👍👍🙏🙏🙏🙏
