nomor,nama_akun,tanggal_komentar,komentar
2317,@tasiritasiri56,2023-09-13T01:01:16Z,Hebat
2318,@deddyarifin267,2023-09-13T02:20:55Z,BILA  MANA  BETUL  TEGAKAN  HUKUMAN  MATI  JANGAN  DI BIARKAN  HUKUMAN  MENGAMBANG
2319,@hodygosal2388,2023-09-13T00:21:37Z,kalo saya jadi polisi... kl yg dagang narkoba dikit2 saya penjarakan.. kl yg dagang jumlah besar.. saya lepaskan.. tp habiskan dulu itu semua narkoba yg kedapatan<br>. suruh telan semua.. baru lepaskan saja..
2320,@boygames123,2023-09-15T23:41:40Z,Negara sudah dapat uang. Minimal bahan poko bisa turun minimal ada subsidi nasi padang 😮
2321,@merusupadmo3328,2023-09-13T09:32:05Z,Prestasi luar biasa
2322,@pakbangko1238,2023-09-12T23:17:59Z,"SIAP,..❤❤❤slamat buat seluruh petugas Narkoba 👍👍👍"
2323,@srilestari6590,2023-09-13T07:10:20Z,duittt
2324,@kamaruddin2861,2023-09-19T11:39:34Z,"Klau menrut rakyat kecil klau mau brntas nrkoba d indnsia harus aparat hukum,jujur n terbuka coba cek satu&quot; apratnya"
2325,@campdavid4869,2023-09-13T06:45:35Z,Langsung hukum mati  Pak...tembak mati supaya jera...kalau tidak nanti muncul lagi bibit2 baru😢
2326,@aiganabila7549,2023-09-14T23:55:21Z,"semoga pak pol imannya  teguh seperti baja,agar tdk ada jilid 2 polisi jual narkoba,"
2327,@faktiansyahfak4018,2023-09-13T13:12:13Z,"Igt kembali kasus Fredy Budiman, dia hanya operator besar yg menjalankan penyelundupan obat2an terlarang masuk ke Indonesia, tp setiap pergerakan penyelundupanua dia atur dg ,polisi,beacukai dan BNN, pakai saja logika penyelundupan sebesar ini dg jangka waktu panjang g akan mungkin BS lolos jika tidak ada intansi2 terkait yg ikut turut serta."
2328,@rahmayanti9791,2023-09-13T08:00:26Z,Terawas gimana kabarnya?
2329,@rislanusman7151,2023-09-18T22:38:33Z,PALING JUGA DALAM PENJARA ITU HIDUPX MEWAH TANPA KEKURANGAN APA APA INI CUMAN MEMPERLIHATKAN KEMASARAKAT LUAS BAHWA MEREKA SUDAH DITANGKAP
2330,@ekoyanto7222,2023-09-19T08:14:00Z,"Sindikat narkoba itu membahayakan generasi muda, klau tertangkap gembongnya d exsekusi aj, kayak Fredy Budiman jg orang&quot; asing yg telah d exsekusi, lebih baik korban para gembong&quot; narkoba, dari pada korban rakyat"
2331,@dandimcarlob555,2023-09-13T02:50:32Z,Ada pemain baru yg akan masuk🤭
2332,@user-qc6ll2lr2s,2023-09-14T19:23:26Z,"Pertanyaan saya dari dulu sampai sekarang , usng hasil tangkapan itu di kemanaain??"
2333,@ZulkarnaenPutra-mj5pz,2023-09-20T14:40:05Z,Hukum mati dia merusak anak bagsa
2334,@videskurniawan1022,2023-09-14T15:07:05Z,Berita Peralihan rempang
2335,@edisusanto134,2023-09-13T14:39:11Z,Pasti ada oknumnya
2336,@kontoledons,2023-09-13T03:08:41Z,Si sigit dapet kyk nya..teddy aja daper..masak sigit gak dapet..😅😅😅
2337,@user-wl8mt8xg6m,2023-09-13T16:43:23Z,"Pantesan perputaran uang di kalangan menengah kebawah sedikit,ternyata uangnya di situ😊"
2338,@johnfery3200,2023-09-13T00:43:19Z,Polri👍👍👍
2339,@DamarnuralamAlam,2023-09-12T22:29:55Z,👏👍
2340,@vonnyananda1231,2023-09-17T23:37:20Z,"Jangan hanya menyita hasil dari kejahatan mereka tapi harusnya di eleminasi ,tidak akan adalagi ,kejahatan seperti ini kedepan."
2341,@tahtasangillusionist7159,2023-09-13T01:21:47Z,Ketika ratu narkoba aceh bernyanyi
2342,@subagyosubagyo7154,2023-09-15T06:23:58Z,Semua hrs dihukum mati tdk usah di tawar lagi ini sdh merusak generasi muda ❤😊
2343,@adesumarna7490,2023-09-19T09:35:21Z,😊door aja semuanya .....
2344,@imamsoeharto5928,2023-09-13T03:09:40Z,"Kerjasama haram berjamaah yg hasilkan bermilyar milyar rupiah hingga triliyunan dgn memperdagangkan narkoba di<br>Sayangnya juga banyak yg demen sama kegiatan narkoba ini,mengkonsumsi dan justru makah ikut memperdagangkan."
2345,@akbenirahmat4401,2023-09-18T06:09:38Z,Mestinya fi tanya dari mana asalnya maduk dariana?lewat laut atau lewat darat
2346,@ZakaryasaiminzarkasihZak-nr5wo,2023-09-13T02:09:06Z,"INI TENTULAH ADA OKNUM PENEGAK HUKUM YG MEMBEKINGINYA, JADI SUSAH UNTUK DIBASMI. NAH SEKARANG SUDAH DITANGKAP DAN HEBOH PEMBERITA&#39;ANNYA. YG DIHAWATIRKAN SEKARANG PUTUS DIJALAN DAN SENYAP KASUSNYA. JADI MASYARAKAT HARUS MENGAWAL KASUS INI, JANGAN SAMPAI TERLEWATKAN."
2347,@AhmadRiyadi-bx5li,2023-09-16T07:17:24Z,😂😅asyik yg mendapatkan narkoboy nya....😅 Ferdy sejenis mantan kapolda gak??
2348,@purwantoro8728,2023-09-13T00:46:38Z,Hukum seberatnya perusak generasi bangsa
2349,@jojackid5005,2023-09-13T07:53:48Z,SEBENTAR LAGI BISA MUNCUL MAFIA BARANG BUKTI KALAU TIDAK DI AWASI OLEH RAKYAT . DPR TOLONG DI AWASI BARANG BUKTI TERLALU WOWW .RAWAN  KALAU TIDAK DI AWASI.
2350,@abdullahzikri9882,2023-09-19T11:33:53Z,Walau ketangkap tapi narkoba nya tetap beredar salam buat aparat dan pejabat
2351,@halimahmualim5185,2023-09-19T08:05:59Z,yg seperti itu makmur rezim<br>majunya ini  bukan  pertanian
2352,@kilebonrois5156,2023-09-13T07:30:22Z,lumayan negara buat bangun desa jalan2 di desa kaya sawah
2353,@je3404,2023-09-16T12:08:40Z,"Di medan kapan mau di brantas,"
2354,@denilotus5538,2023-09-19T01:03:09Z,"Aduhh ditembak matilah semua yang manusia seperti itu,ngerusak bangsa ruginya jauh lebih besar dan gak ada hasilnya,jangan dikasih ampun apa lagi mereka masih mayoritas keturunan China seluruh aset keluarganya disita aja biar miskin sekalian keluarga diusir dari indonesia"
2355,@al-mash,2023-09-13T01:51:08Z,"Di tunggu Eksekusi Matinya<br>tidak Mati, brti belum Profesional.<br>🤣🤣🤣<br>(Kelas Internasional lhoo.....)"
2356,@abahuca6798,2023-09-16T09:35:17Z,"Mungkin jaringan yg lainnya msih ada,Institusi Polri klo mo bersih&quot; jaringan narkoba saatnya nih termasuk oknum aparat"
2357,@modlp2645,2023-09-13T16:17:33Z,Keren polisi Indonesia 👍
2358,@nurmanmudik9056,2023-09-20T02:06:10Z,Alhamdulillah pelaku narkoba itu jangan tanggung hukum gantung sampai mati......
2359,@gozrid,2023-09-16T17:59:13Z,Gak aneh ah mau sejuta milyar juga mereka kan hanya sandiwara aja.. urus mah rempang gimana
2360,@affanprigel2303,2023-09-16T01:37:13Z,Yg bekingi dah kenyang
2361,@yusufahmad2708,2023-09-16T07:53:37Z,paling jg ada org dalem nya ini 😂😂😂
2362,@Hartono-lg4wf,2023-09-15T07:16:20Z,Inilah orang2 yg mau merampas harta rakyat dengan cara iblis dan dajal.
2363,@setoe1530,2023-09-15T08:02:51Z,Sabu bersih smpe ke akar2 nya pak polisi indonesia
2364,@djamilahha5116,2023-09-12T22:35:20Z,Mantap Kapolri miskinkan biar tdk lagi melakukan kejahatan dikemudian hari....
2365,@viathrueafends4670,2023-09-15T19:18:07Z,Harta duit properti disita trs duit sitaan di kemana in ? 😅
2366,@riyosori6931,2023-09-16T16:45:44Z,BNN harus tingkatkan lagi Gunakan Alat alat lebih Canggih Lagi Supaya dengan Cepat untuk Mengetahui Dari mana  Asal Narkoba dan kemana Perjalanannya harus dengan cepat Penangkapan nya
2367,@hessayasir6900,2023-09-14T05:47:31Z,"Susah akhir zaman ini,apakh masih ada ketegasan hukum masalah narkoba,bila masih kalah dgn duit"
2368,@angelika7748,2023-09-13T05:04:56Z,"Ini baru benar 👍 bukan nya masyarakat kecil yg ditangkap, karna masyarakat adalah korban kekejaman mereka. Klu sindikat nya gak disikat sampai tuntas, masyarakat takkan pernah sembuh bahkan tidak menutup kemungkinan akan ada kota zombie jg di indonesia ky yg di viladelvia. Sangat memprihatinkan."
2369,@mohwildanmukholadunm4869,2023-09-16T07:45:13Z,Daun yg mahal
2370,@yantohasan2015,2023-09-13T10:49:57Z,Hukuman bandar narkoba tersebut harus mati tampah pembelaan dari mana2 pihak.
2371,@purnomopurnomo8311,2023-09-13T00:57:47Z,"Bandar ya hukum mati, akibatnya miris u/ generasi bangsa"
2372,@kikifans1416,2023-09-13T01:16:23Z,Ko mudah yah masuk indo jdi inget kasus teddi hmm
2373,@rpg6845,2023-09-16T00:18:08Z,Ditunggu hukuman mati nya ... Biar ada efek jera buat yang lain
2374,@cholidbachri6040,2023-09-17T02:17:27Z,Itu pura2 nangkep pengedar atau karena pengedarnya gak ngasih sogokan buat Polri?
2375,@mahrezchannel3009,2023-09-15T06:27:33Z,Uang nya yg disita buat siapa wkwk
2376,@dikalahlamaa901,2023-09-16T17:48:26Z,Gimana ya kalo orang miskin ngelihat duit sebanyak gituhhhhhh
2377,@juandiandi6861,2023-09-19T06:14:53Z,"Sa.pae polsek pak jngan hnta yang di atas ssja  yang  onggota nya sja bekingi narkoba,  namun di introgasi di tengah jalan  blalu buat langganan si pelaku narkobanya   ga smpae di meja hijokan  biar oelaku main lgi tangkap lgi dan duit lagi  KENAPA TDK BANDAR UTAMA NYA SI KOK BOLAK BALIK TANGKAP KROCONYA,"
2378,@kahiyangzyva4591,2023-09-13T16:02:53Z,"JANGANLAH D HUKUM BRAT,,,KORUPTOR JA D HUKUM RINGAN KOK,,,,YG TRILYUNAN,,,NI 10T,,,BNYK ORANG,,,JGN BRAT2 HUKUMNY,,,,"
2379,@janalokaad6229,2023-09-13T03:48:14Z,Mantab polisi bisa menangkap para pelaku dan barang bukti.
2380,@jefriadiahmad7309,2023-09-19T15:25:10Z,Ini yg harus Di perangi polisi bukan pulau rempang
2381,@wandakim1253,2023-09-18T11:03:51Z,betul disita kekayaannya dan hrs dimiskinkan jgn takut Polisi hrs tegas untuk membela negara dan masa dpn anak2 muda  penerus bangsa n negara
2382,@campursari6131,2023-09-16T03:39:03Z,"Ini hal sdh ke tiga kali selama 10 tahun teeakhir ini...dan baru sepuluh tahun ini jujur..bs sampai triyunan...ingat tdk pasokkan ton an..narkoba...yg tertabgkap..lalu kedua kali sama..dan saat ini malah jaringan narkoba...<br>Knp bisa Bgtu..ini nyata...dulu jgn mengada ngada klo bilang ada smp pasokkan ber ton ton....ini sm aja meng hancurkan anak bangsa ,masa depsn bangsa ini....krn setelah terkena Narkoba mrk tdk bs berpikir secara normal ada sel syaraf yg rusak...<br>Dan klo pemerintah pny wibawa harusnya tdk ada yg seperti ini !!!mrk takut segan utk kirim.narkoba ke Indonesoa..aolg saat ini ko ada se org perwira ikut dlm jaringan Narkoba..."
2383,@cintahampa5773,2023-09-13T02:48:20Z,Semoga polisi amanah Dan barangnya di musnahkan Dan TDK dinpakai pribadi bahkan di jual lagi🤣🤣🤣🤣
2384,@didiksoepriadi1236,2023-09-13T09:29:59Z,MANTAP Ndan....APLUSSS...KINERJA YG BAIK CUKUP MEMUASKAN.....tapi coba usut KASUS KANJURUHAN MALANG......MOHON IJIN ....agar kami bisa MENDENGAR LANGSUNG DARI SUMBERNYA .....
2385,@neltilubis7741,2023-09-16T01:36:07Z,KALAU ADA PENANGKAPAN NARKOBA YG BENTUKNYA MAFIA PASTI ADA IKUT POLISI.MAKA SEKARANG BANYAK YG BILANG POLISI INDONESIA ADALAH POLISI MAPIA NARKOBA.
2386,@bintangaria9153,2023-09-16T10:20:23Z,Knp Bru d bongkar skrg..yg bhkn judi online pun gembong ny msh berkeliaran
2387,@syamnawali3714,2023-09-13T01:01:13Z,"Terima kasih untuk polri karna sudah menindak cepat kejadian tersebut ,,,<br>Seharusnya pecat langsung saja untuk pelajaran bagi supir&quot; bus pe.a lainya yg suka melawan arah"
2388,@mirza7370,2023-09-13T03:36:39Z,luar biasa
2389,@biasaaja9997,2023-09-13T09:09:50Z,Mhn bagikan BB uang 65M kpd kami fakir miskin ....
2390,@daryatidaryati0247,2023-09-16T09:16:58Z,"Jadj inget awal pak jokowi jadi presiden, gw kira gembong di periode 2 sudah habis di hukum mati 😂😂😂"
2391,@wawanamha7932,2023-09-13T02:35:57Z,Apa kabarnya tedi Minahasa. selagi ada yang mempasilitasi celah masuk narkoba dari ngr asing. jangan harap NKRI Ter bebas dari narkoba. Hukum mati pemasok.penerima.pengedar. perusak moral.akhlak.anak bangsa. Rusaknya Moral akhlak. Ulahnya orang orang yang serakah gila harta lewat narkoba. Sita pula miskin kan orang orang yang ikut membantu masuknya narkoba ke NKRI.
2392,@bedjosugito780,2023-09-19T15:17:56Z,Semoga penegak  hukum tdk  Ada yang terlibat.
2393,@pustakathiflan9262,2023-09-18T04:31:05Z,10t? Masih ikan Teri itu untuk Jaringwn narkoba
2394,@umarsh9100,2023-09-15T22:39:02Z,"Ini adalah keberhasilan Kapolri dan seluruh jajarannya, BNN  dll"
2395,@widodotrihardjanto3726,2023-09-13T11:48:20Z,"Bagus... Tapi maaf.. kami belum bisa lupakan Sambo cs, Rempang, mafia tanah, harun masiku... dan banyak ketidakadilan lainnya... Terlalu banyak..."
2396,@firmanshobari1190,2023-09-16T09:48:20Z,Basi lah.hukum di indinesia lemah
2397,@sugenghalianto6462,2023-09-18T09:29:57Z,Peracun anak bangsa
2398,@nadiayusuf9543,2023-09-19T20:59:49Z,Hukum mati gr2 mrk anak bngsa hancur
2399,@h4foryouchannel,2023-09-13T01:32:11Z,"Wah kartel sih ini, kyak pablo escobar 😮"
2400,@WokoTriyunianto-ob3qw,2023-09-14T14:26:39Z,Bravoo jendrall berantas narkoba di Indonesia masyarakat Indonesia mendung mu..
2401,@NinitNit-rl6fl,2023-09-17T23:28:53Z,Beking nya pak ...ungkap termasuk aparat
2402,@nov6037,2023-09-19T11:37:20Z,"Aparat negara nya pasti ada itu...<br>Makanya kuat main nya sampai 10T...<br>Kejar aparat nya,,jangan cuma bawahnya aja yg di tangkap🙏🙏"
2403,@sumijatiyati3178,2023-09-13T04:01:11Z,"Tapi maaf ya, saya lebih percaya polisi vrindavan.. drpda konoha..takutnya cuma citraan"
2404,@user-iu5cr5gl4m,2023-09-19T06:31:43Z,💪💪💪💪🇮🇩🇮🇩🇮🇩🇮🇩🙏🙏🕸️
2405,@irwanbron905,2023-09-13T04:34:58Z,"TEMBAKS MATI SAJA HUKUMAN NYA, PENGHIANAT NKRI"
2406,@baparahayu1269,2023-09-13T00:19:30Z,"Reziem pdip banteng penjajah rakyat rempang,penindasnya para anak buah mafia teroris SAMBO"
2407,@adisasongko1590,2023-09-17T23:36:42Z,"Gilak bro,kebongkar semua"
2408,@zakienko,2023-09-15T09:11:27Z,Kalau singapura boleh gantung seribu orang atau lebih lah kalau senilai gitu.
2409,@aniscrypto0132,2023-09-13T08:52:06Z,pk aset yg di sita buat apa pk
2410,@andibenotchannel3427,2023-09-16T06:08:23Z,"Nggak heran, tak serius brantas narkoba aparatur negara ini. Contoh didaerah saya masih banyaknya bandar narkoboi berkeliaran dan ladusing santai santai, jgn jgn mereka tau tapi teman kali ya🤣🤣🤣🤣setoran lancar kali 🤣🤣"
2411,@awaw1226,2023-09-17T15:35:36Z,"Maskernya harusnya di buka,biar kelihatan wajahnya..."
2412,@KhaiYoeMohd,2023-09-19T16:40:00Z,Tipu semuanya... wangnya n aset2nya kemana kamu bawa pergi.Isi dan kulit tidak sama..😂
2413,@abdiferiyandizen4987,2023-09-13T00:01:25Z,Selamat dan terimakasih polri indonesia yg membrantas narkoba internasional dan lokal❤
2414,@juhadidki197,2023-09-16T02:54:30Z,Sudah pa HUKUM MATI aja jangan lama2 krn  merusak  generasi  muda
2415,@alansyahnadja9445,2023-09-14T15:53:40Z,"Mana besar mslah sambo dngn narkoba,klau sy kluarga yg di bunuh sambo hmmm psti sdh cari klaurganya sambo sy bunuh jga."
2416,@dannysam213,2023-09-17T16:48:37Z,Banyak Yang berubah Di negara ini Di semua lini ..Keren maju Terus Indonesia ku ..<br>Sapu bersih juga penghianat bangsa <br>Makar Dan provokator pemecah belah bangsa <br>Dah banyak ni musim pemilu mau dateng ..berita berita rasis Dan adu domba
2417,@aditnugraha9775,2023-09-13T02:37:05Z,Uangnya minta segepok dong pa polisi buat bayar pinjol wkwkwkwkw
2418,@patmijasmo1393,2023-09-18T00:06:18Z,Ya Alloh kapan negara ini makmur karna yg makmur selalu penjualan narkoba.
2419,@orangdesakonoha,2023-09-13T00:10:53Z,Enak dong 10 T dimiskinkan😅
2420,@arraamorra763,2023-09-17T22:24:35Z,Dipake bayar hutang negara biar cepat lunas
2421,@myself9566,2023-09-17T06:31:05Z,Ngapain lo ngeburu si Fredy..??!!<br>Sedangkan si Fredy lgi santai sambil ngisep cerutu melihat sibuknya aparat Indonesia gembar-gembor nyariin si Fredy. Sedangkan Fredy lgi santai karena harta kekayaan dan dirinya mndapat perlindungan penuh  dari sbuah negara yg memback-up dirinya dgn keamanan penuh.😊
2422,@jennny5926,2023-09-13T00:16:58Z,"Naik pangkat yg bongkar ,,,padahal dah lama tau kalu ada kasus narkoba ,,,"
2423,@epanganteng9706,2023-09-13T00:00:41Z,Luar biasa
2424,@AnjayAnjay-hb6jo,2023-09-16T05:33:25Z,"Narkoba dihukum mati, alasanya merusak generasi muda, koruptor nga dihukum mati alasanya nga tau ap, pdhl koruptor memakan duit rakyat dan rakyatnya pun terlena dalam kebutuhan hidup dan anak2 mereka"
2425,@arissofianto3715,2023-09-13T00:15:35Z,"koruptor coy,,,hukum mati aku sebagai rakyat baru puas,,, ada apa kok tidak ada yg berani  kasi hukuman mati pada koruptor"
2426,@salmahsitisiah2678,2023-09-15T08:28:01Z,"Semngat tumpaskan sampai ke akar&quot; nya ,smoga anak cucu &quot; kita tdk terimbas dan orangtu acyg lain tilong jga anak&quot; / cucu &quot; kita tdk boleh terkena gerasi yg narkoba ,smoga Indonesia bersih dri narkoba  AamiinYRA 🤲🤲🙏🙏"
2427,@aap2542,2023-09-15T18:31:45Z,Gua tiba tiba Ingat Trawas
2428,@dwilucky4214,2023-09-16T08:21:30Z,Aset di apain tu ya di kembalikan apa di bagi bagi?
2429,@doharmantampubolon,2023-09-13T12:56:04Z,"Hati² ada sogokan kpd polisi, awasi."
2430,@ilhammudin8920,2023-09-16T06:13:41Z,Batam tu masukin TV. Kok diam aja kelen. Takut?
2431,@rijkyaditya7255,2023-09-13T00:42:29Z,Alhamdulillah ya Allah semoga narkoba cepet hilang dari negeri ini ngeri banget klo jaringan narkoba ini tidak terungkap
2432,@budhisabar3912,2023-09-20T05:34:51Z,Tangkap bos nya bukan ekornya kalau di Arab hukum mati
2433,@didiwahyudi-dp8ul,2023-09-15T08:03:59Z,"Itu udah tugas polisi, itu juga gak tau ujungnya gimana,  Gw lebih Tertarik masalah Rempang.. kenapa kalo ada tragedi kemanusiaan yang melibatkan kekuasaan selalu tiba-tiba ada berita tandingan.. biasanya si teroris,,tapi karena banyak yg bilang itu basi ya ganti lah..😅"
2434,@vivifarel86,2023-09-13T01:00:00Z,Sepertinya ini deretan dari tertangkapnya Ratu Narkoba dari aceh kemarin# kandidat baru hukuman Mati 😮astagfirullah
2435,@KotaBima-dm3xf,2023-09-17T12:19:17Z,"Mohon semua pelaku di hukum mati,biar bahaya narkoba di negara ini bisa berkurang."
2436,@aniscrypto0132,2023-09-13T08:56:02Z,nah gt pk klo korupsi ke tangkap  miskin kn jg pk
2437,@shinosensai6485,2023-09-15T09:40:27Z,Nanti waktu pemusnahan BB di tukar Trawas lagi kah?
2438,@Buud69,2023-09-13T02:08:54Z,"Kasus TD kemana yaah.,udah bebas kah.????"
2439,@pcloa1850,2023-09-13T03:20:43Z,"Apa gunanya  ????  Tidak  ada jangan banyak bacot, jika berani menghukum mati baru hebat  !!?"
2440,@bundahermin9951,2023-09-13T06:47:48Z,Tidak usah  di penjara .langsung di musnahkan dri muka bumi aj bersamaan barang bukti nya .!kalau di pnjara masih bisa mengendalikan dari balik penjara .?
2441,@user-cu9xz8ls2h,2023-09-14T09:38:41Z,Bakar hidup. Itu bahaya buat rakyat indonesia.klk tidak ceoat. Di hukum mati.nanti lama2 uang lagi yg bicara.
2442,@abdulrosidin5181,2023-09-18T02:37:09Z,"Pengen dengerinmah kasus pa sambo di mana nanti ujungnya, kalau yng ini dah padti hukumannya"
2443,@triewidyatmoko9097,2023-09-16T05:24:22Z,Kenapa kok dimaskeri ?😂
2444,@kusyuda979,2023-09-13T01:47:04Z,"Pa Kapolri tolong usut juga penipuan berkedok onlen modus apa saja makin hari makin meresahkan .korban bnyk trmasuk sodara juga kena ,,mohon diperhatikan pa🙏🙏 tak lupa saya mengapresiasi kinerja seluruh jajaran polri .salut trhdap kinerjanya makin solid👍"
2445,@usupburlian9708,2023-09-18T09:59:39Z,"Wajib jd prtanyaan besar bagi kami. Asarakat dari bea cukai kok bisa lolos brg sebanyak itu dan mgkin ada permainan y, wajib di tangkap juga"
2446,@kholilwahid3535,2023-09-13T00:09:25Z,Ini akibat polisinya ikut jadi mafia narkoba
2447,@DoniStywn,2023-09-16T07:26:36Z,"lah terus kalo disita duitnya,bakal kemana itu duitnya? polisi? pemerintah?"
2448,@gigihhendranawan4385,2023-09-13T00:39:17Z,"Kambing hitam? Goal nya biar dpt kepercayaan masyarakat kembali atas berbagai macam yang mereka lakukan, kanjuruhan masih bohong mereka, menolak lupa, masak jaringan internasional ketangkep sebanyak itu orang nya.. ngakak kayak sinetron drama kolosal"
2449,@dodyfitrah.n434,2023-09-15T22:45:48Z,"Kalian itu harus jadi stasiun televisi yg berkualitas, coba kalian liput dan telusuri para koruptor itu, itu jelas merugikan rakyat. Sedangkan narkoba itu hanyalah merugikan diri si pemakai"
2450,@DaniNgeblues,2023-09-15T17:18:46Z,"Saya sebagai orang awam cuma ingin tau, BB uang itu dikemanain ya????"
2451,@user-vo8lt7xz5i,2023-09-15T05:02:45Z,Wahay para bndar2 narkoba tetaplah berjuang ttus jangan pernah takut krena semua  orang munafik
2452,@johnpinokio1323,2023-09-13T06:41:10Z,penangkapan narkoba itu cuma buat naiik pangkat kepolisian
2453,@agungwibowo8052,2023-09-13T02:49:21Z,"Inilah negri Konoha, Bandar judi, Bandar Narkoba ketangkap di hukum berat aset di sita,,sementara penjahat sebenarnya para Koruptor yang jelas merugikan seluruh rakyat di hukum ringan aset ga disita,,"
2454,@user-wq9ym8er2f,2023-09-18T16:09:31Z,Hukum mati aja langsung pak...bkin rusak rakyat aja
2455,@angga8806,2023-09-16T13:49:35Z,"Apresiasi terbaik untuk POLRI, <br>Jaya selalu POLRI indonesia"
2456,@rakyatjelata4199,2023-09-13T01:41:24Z,Awas tuh barang bukti sabu nya di jual lagi...
2457,@aridodo1153,2023-09-18T00:13:17Z,Lumayanlah 30 miliar 😅😂
2458,@uminartirokani8751,2023-09-15T08:55:33Z,"Korupsi ,narkoba gencar skli merusak bgsa kita 😢😢😢ya Allah ....lindungi bngsa kami ,anak2 kami....aamiin 🤲🤲🤲<br>Koruptor2 n bndar2 narkoba aplgi aparat yg mbekingi hrsnya stlh bnr2 trbukti tdk usah lama2 dpnjara ...lgsung digantung sj !!!! Nyatanya tdk dmkn ...mrka lamaaa dpnjara n mlah JD bandar dstu... yg bgtu masak polisi /pnjara tdk tahu ????😮😮😮😮TP ingaaat Allah TIDAK TIDUR !!! DIA TAHU.....!!!!"
2459,@lambeturahupdate666,2023-09-13T17:14:15Z,Aslinya sih dah tahu lama ini pak polisi wkwkw. Dagelan.
2460,@idwar129,2023-09-17T15:40:55Z,Kl Sdh  ketangkap gembong .. Kuroco2 ngikut.. Apresiasi ka polri.. Skrg.. .. Selamat kn generasi muda pak... Bnyk y hancur otak nya kl Sdh  kena sabu.. Ngk guna lagi.. Ganja.. Muras.. .msh bisa di slamatkn.. Sabu sabu ngeriiiiii
2461,@BastenAbid-tc9ji,2023-09-15T23:31:14Z,"Mendatangkan barang dari luar negri untuk di edarkan di dalam negri, merusak anak bangsa. Jahat sekali pelaku peredaran nerkoba ini"
2462,@nelawatinelawati4501,2023-09-14T23:19:00Z,Narapidana yg di penjara msh bs make bs bebas barang haram
2463,@masbudi6163,2023-09-12T23:55:09Z,"Memeng polisi itu bngsat,byk anggota nya yg trlbt, dasar polri GK brguna bngsat"
2464,@abdiferiyandizen4987,2023-09-12T23:58:30Z,Selamat dan terimakasih polri indonesia yg membrantas narkoba internasional dan lokal❤
2465,@kun694,2023-09-13T04:21:14Z,Mantap..<br>Koruptor harus juga di miskinkan..
2466,@diosae5598,2023-09-15T09:28:45Z,Awas jangan sampe ada pembebasan karena kultur keluarga aparat . Semua orang harus di hukum mati SESUAI aturan
2467,@dikalahlamaa901,2023-10-03T16:22:05Z,Musnahkan langsung jangan bersisa sebutirpun
2468,@mkhaerulnizambuburbubur3843,2023-09-17T16:28:35Z,Jngn diputer lgi y pak polisi🤣
2469,@adiraazzahara5814,2023-09-15T10:09:05Z,klau memang benar benar aparat menjaga narkoba jelas tdk berani berbuat
2470,@titotizi6577,2023-09-14T11:40:54Z,Adakah hukumat mati untuk gembong narkoba sebagai perusak bangsa????
2471,@mayaanggi3673,2023-09-13T08:21:04Z,Hukum mati
2472,@sunardinardi4789,2023-09-20T07:32:35Z,Kalau polisi tidak beranimemutuskan hukuman mati maka akan  lebih hancurnegara inni
2473,@jokoutomo2162,2023-09-12T23:54:25Z,Titip pesan ae barang buktinya Ojo di entitttttt😂
2474,@irwanirfana2507,2023-09-16T00:23:01Z,Mo tanya..Klo aset aset seprti itu  ..Nantinu Di kemanain  ya Bg ....
2475,@messineimar9053,2023-09-13T04:59:50Z,Habiskan bandar narkoba di Indonesia sangat gampang....yg penting komitmen dan serius berantas dan bukan pura pura berantas..
2476,@UdaBoro,2023-09-18T15:28:07Z,Trus uang dan aset yg disita kira2 di apain ya?? Serius nanya
2477,@SamsungAcore-eh1ye,2023-09-19T16:38:27Z,Yang korupsi sita jugak kah harta mereka?? Hutang diluarnegeri cuma buat korupsi pejabat.
2478,@mustikaayuningtyas8332,2023-09-19T10:45:43Z,Harus ya di hukum mati bukan di miskik kan
2479,@demiansumbar4875,2023-09-13T01:33:01Z,Beking nya di tangkap juga ngak pak? Biasanya ada bekingnya tuh..ngak mungkin jaringan narkoba bisa mempunyai aset begitu banyak kalo ngak ada yg mem bekingi..
2480,@Shigeamat,2023-09-13T01:04:44Z,hukum mati indonesa gak kekurangan orang. Efek narkoba coy mengerikan
2481,@riyantoriyanto2244,2023-09-18T01:01:37Z,"Pertanyaanya siapa yg bisa ngeluarin modal sebanyak itu buat kulakan narkoba ?.... Klo aparat&amp; pejabat nasionalismenya tinggi buat bela negara anti suap , mafia berduit pasti tertumpas, semangat pak petugas selamatkan indonesia , surga balasanmu pak"
2482,@EntinSuhartini-on5tm,2023-09-13T02:26:52Z,TOP! POLRI PENJAGA KEHIDUPAN NKRI
2483,@user-wj2wk8zx8j,2023-09-13T03:12:12Z,Ngak percaya narkoba habis di indonesia. Byk sejarah yg membuktikan bnn itu tdk serius. Malah byk  penguna nya naik trus.
2484,@devitadevita458,2023-09-13T00:26:03Z,Wira usaha yg berprestasi..yg patut di acungi jempol dn di budidayakan..dn segera di tempatkn di Alam kubur
2485,@supryadi1022,2023-09-17T09:48:59Z,Masrkt indo udh gk percaya lagi ama penegk  hukum karna gk di hukum mati karna bnyak yg nyogok maka merajalela narkoba
2486,@ciptocipto5668,2023-09-18T01:53:47Z,Sambo tuker ringankan hukuman wkk
