nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
45,Kalangi Tomi Simon drakel,2023-09-13T00:42:17Z,Jgn  senang.  Karna  narkoba tidak jauh dari keterkaitan. Dgn kejaksaan hakim dan polisi. Pasti ada  yg terlibat  tidak mungkin tidak.  Dimana ada makanN. Pasti ada tikus.,jangan senang karena narkoba kait dengan jaksa hakim polisi libat mana ma tikus
48,Susi Sumarni,2023-09-13T00:51:09Z,"Sita sampai habis harta Dan asetnya supaya tiada MODAL LAGI, dan hukum mati langsung semuanya biar beri efek jera kpd PELAKU/PENGEDAR LAINNYA.. kalau masih hukuman seumur hidup kemudian sbb Kelakuan baik trs Di beri REMISI tdk akan habis JERA PENGEDAR SABU DINEGERI KITA..",sita habis harta aset tiada modal hukum mati biar efek jera kpd laku peedar hukum umur hidup sbb laku trs remisi tidak habis jera peedar sabu negeri
50,Febrian titan,2023-09-13T06:59:54Z,"kukira yg di tangkap bandar😂, btw 10 triliun kalo untuk jaringan internasional itu kecil 😂, tapi gamau suudzon ah takut 🤭",kira tangkap bandar btw triliun jaring internasional gamau suudzon ah takut
54,andere Maulana,2023-09-13T16:27:04Z,"Udah gx heran oknum aparat yg membekingi narkoba , judi dll.<br><br> Udh mnjadi rahasia umum pra oknum aparat yg bermain dg pra mafia",sudah gx heran oknum aparat beking narkoba judi sudah jadi rahasia umum pra oknum aparat main dg pra mafia
62,Dewi Barokah,2023-09-15T08:18:32Z,Sagt tdk mungkin brg hram tu bs masuk ke negri in atw bs bkn prusahaan didlm kl tdk ad bekingan dri oknum yg berpangkt tinggi..kapolri hrus lbih pro aktif dlm mylidiki brg&quot;trlarang..byang rusakx bagsa tu  narkoba n koropsi..hukumn hrus mti..,sagt tidak brg hram negri in bkn prusahaan didlm tidak ada beking oknum berpangkt tinggi kapolri hrus lbih pro aktif dalam mylidiki brg quot trlarang byang rusakx bagsa narkoba koropsi hukumn hrus mti
63,Ayu Tsutsui,2023-09-15T22:52:10Z,Uang tunai nya bisa buat bayar hutang negara tuh. Para pelakunya hukum mati saja jangan kasih keringan hukum…semangat pak polisi🙏💪💪💪🙏,uang tunai bayar hutang negara laku hukum mati kasih kering hukum semangat polisi
64,Fitri Rengganis,2023-09-16T05:04:21Z,"Barang Buktinya harus diambil negara, masyarakat, media Dan Kam harus kawa barang bukti.. Jgn sampai Di ciri oleh oknum2 tertentu",barang bukti ambil negara masyarakat media kam kawa barang bukti jangan ciri oknum
66,Mey Huma,2023-09-12T22:47:06Z,Kami Masyarakat KECIL melihat HANCURNYA TAHTAH KRAMA DI KALANGAN GENERASI SAMAN INI DIBUMI TERCINTA DI KARENAKAN ADANYA PEREDARAN &quot; N  A  R  K  O  B  A &quot; Dapatkah diBrantas untuk MENYELAMATKAN GENERASI MASA KINI......?,masyarakat hancur tahtah krama kalang generasi saman bumi cinta karena edar quot quot dapat dibrantas selamat generasi
67,ALFA OMEGA TV,2023-09-13T00:11:36Z,"Xixixixixi Presiden baru ngomong udah ada yang ketangkep, ini skenario dari para petinggi P*<b>*</b> bisa juga, langsung di tangkep aja sebelum yang lain nangkep, gitu aja di persulit xixixixi",xixixixixi presiden ngomong sudah ketangkep skenario petinggi tangkep aja nangkep gitu aja sulit xixixixi
76,Pak Broto,2023-09-18T03:10:06Z,Harusnya barang buktinya langsung di bakar ( narkoba )... dan orang&quot; nya langsung di di kafani. Itu baru membranntas narkoba dan stop peredaranya. <br>Kalau msh di proses.... 😂😂😂senyumi sajaa.,barang bukti bakar narkoba quot kafan membranntas narkoba stop peredara proses senyum sajaa
78,mbah Dawer,2023-09-13T05:31:28Z,"predi pratama tu apanya ya dengan almarhom predi budiman, gembong narkoba yg di hukom mati di nusa kambangan, 🇮🇩🇮🇩 👍👍🇮🇩🇮🇩polri",fredy pratama apa almarhom fredy budiman gembong narkoba hukom mati nusa kambang polri
79,Saharudin hj Awang,2023-09-18T09:19:32Z,Musuh nombor satu.. korupsi dan narkoba.hancur nya negara kerana korupsi musnah nya anak bangsa kerana narkoba..,musuh nombor korupsi narkoba hancur negara rana korupsi musnah anak bangsa rana narkoba
82,Mellia Destriyani,2023-09-13T05:55:06Z,"Pelaku nya siapa ? Apakah dalang atau otak nya udh tertangkap ? <br>Ayo buka identitas si pelaku,biar rakyat tau pelaku ini kurir nya apa otak nya",laku dalang otak sudah tangkap ayo buka identitas si laku biar rakyat tau laku kurir otak
83,RM Chanel,2023-09-13T06:44:44Z,Apresiasi untuk institusi polri sih ...knp barang itu masih ada terus dan ga abis&quot; ...Simpel jawaban nya..karena ada apart yang masih bermain di dlm nya😂😂😂😂,apresiasi institusi polri knp barang tidak abis quot simpel apart main dalam
84,Alansyah Nadja,2023-09-14T15:53:40Z,"Mana besar mslah sambo dngn narkoba,klau sy kluarga yg di bunuh sambo hmmm psti sdh cari klaurganya sambo sy bunuh jga.",mslah sambo dengan narkoba saya kluarga bunuh sambo hmmm pasti sudah cari klaurga sambo saya bunuh juga
85,Subhan Speed,2023-09-19T02:54:33Z,"Pokoknya narkoba ,korupsi,pembunuhan berencana udah jelas gk ada tawar menawar Hukuman Mati yang benarnya .",pokok narkoba korupsi bunuh rencana sudah tidak tawar tawar hukum mati benar
87,The Pumpkink,2023-09-13T01:01:50Z,Tp kalau kapolda kplri kalimantan saya yakin bnyk yg jujur karna luar biasa sudah mengukap narkoba sebesar ini sepajang sejarah paling besar 10 triliunan kerennnn bngttt bapak 🤲🤲🤲🤗🤗😘😘😄,tapi kapolda kplri kalimantan banyak jujur karena mengukap narkoba pajang sejarah triliun kerennnn bngt
106,Heri Supriyadi,2023-09-17T11:04:07Z,DIINDONESIA PEREDARAN NARKOBA ENGGAK HABIS HABISNYA.....KALAU APARAT HUKUMNYA TIDAK BERSIH...IBARAT PEMADAM KEBAKARAN PADAM DISINI TIMBUL LAGI DITEMPAT LAIN....BUKAN RAHASIA UMUM LAGI.,indonesia edar narkoba habis habis aparat hukum bersih madam bakar padam timbul tempat rahasia umum
109,sigit dwi cahyono,2023-09-13T04:58:58Z,Trus kpn exekusi di hadapan regu tembak nya ....😅😂 klu bs di hadapan umum biar jera....jgn kelamaan sidang saat sudah ditangkap,terus kpn exekusi hadap regu tembak kalau hadap umum biar jera jangan sidang tangkap
110,Ambarawa 1 Cell,2023-09-13T06:51:05Z,Harus hukuman mati bandar narkoba dan koropsi penyakit masyarakat harus di brantas sampai ke akar akarnya demi kemajuan negara,hukum mati bandar narkoba koropsi sakit masyarakat berantas akar akar maju negara
114,Syafrudin Yusuf,2023-09-13T08:45:02Z,Walau terta gkap dan bukti lengksp para ai humu td mampu hukum mati para pelamu narko,terta gkap bukti lengksp ai humu td hukum mati pelamu narko
117,Jar Kasih,2023-09-15T04:32:40Z,Kadang bikin bingung juga knp jaringan narkoba bgt besas dan pastinya perlu proses lama untuk mereka para melaku..u tuk menjadi besar.hingga tak ter endus kepolisin/aparat hukum..ada kemungkin ada sebabagian oknum oknum yg tau tapi menutup mata alias dapat jatah..suatu peluang besar omset nya..di sita wat negara...dan pastinya di amankan yg sangat aman..wk wk wk..,kadang bikin bingung knp jaring narkoba sangat besas pasti proses laku tuk ter endus kepolisin aparat hukum mungkin sebabagian oknum oknum tau tutup alias jatah peluang omset sita wat negara pasti aman aman wk wk wk
132,Mikha Young,2023-09-15T16:29:09Z,Trs ert barang bukti uang itu klo kasusnya sdh kelar mau dikemanakan..???? Apa dimusnahkn jg bersm narkotika,trs ert barang bukti uang kasus sudah kelar mana dimusnahkn juga bersm narkotika
135,Perjuangan Dan doa,2023-09-13T00:44:53Z,"Lw GK dihukum mati bandar&quot;narkoba GK bkl kapok ngedarin trus ke generasi muda Indonesia,mohon pengadilan ,hukum mati semua,bandar&quot;narkoba,inih dah merusak generasi&quot;muda",lw tidak hukum mati bandar quot narkoba tidak bkl kapok edarin terus generasi muda indonesia adil hukum mati bandar quot narkoba inih rusak generasi quot muda
141,Berry Kapor,2023-09-15T08:37:29Z,Miris sekarang narkoba udh masuk ke desa² dgn gampangnya tapi aparat kayak g ada reaksi apa².. seharusnya polda harus turun langsung ke polres² di daerah ² periksa semua polisi yg bertugas di daerah²,miris narkoba sudah desa dengan gampang aparat kayak reaksi polda turun polres daerah periksa polisi tugas daerah
144,Cakra Kalandra,2023-09-13T08:23:24Z,"bsa jdi 10T sengaja didpt,..100T ny lolos sprti d ksus TM 1ton sabu sengaja didpt,,, 5ton ny lolos😅",bisa jadi sengaja didpt ny lolos sprti ksus ton sabu sengaja didpt ton ny lolos
146,yustami yustami,2023-09-16T10:12:35Z,Bos narkoba peralatan yang lebih canggih dan ber ubah ubah  setiap waktu semakin dikejar makin meraja lela,bos narkoba alat canggih ber ubah ubah waktu kejar raja lela
153,siti khusnul,2023-09-17T22:39:19Z,"Massa Alloh,pada hal Barito/ Kalsel itu terkenal kota santri bahkan ada yg bilang kota Mekkah ke dua kok bisa ya,makasih pak pol 👍👍👍💪💪🙏🙏🙏",massa alloh barito kalsel kenal kota santri bilang kota mek makasih pol
154,euis rohanah,2023-09-15T16:29:39Z,D hukum mati jangn d hukum seumur hdup tr berolah lg sklian hukum mati byr pada jera smuanya yg meng edar dan memake Klo cmn d hukum seumur hdup Pati tr d penjara berbisni lg  Ama anak buah ya brtas Titan narkoba apa pun bhnya skat habis ype ke akar2 ya...,hukum mati jangn hukum umur hdup tr olah lagi sklian hukum mati byr jera smua meng edar memake hukum umur hdup pati tr penjara berbisni lagi ama anak buah brtas titan narkoba bh skat habis ype akar
155,Wawan,2023-09-27T18:18:44Z,Bravo polisi jujur indonesia hukum harus adil koruptor SM narkoba bikin hancur suatu negara harus di basmi klo ngga bangsa Indonesia tinggal tunggu kehancurannya  tugas penegak hukum harus tegas dong......,bravo polisi jujur indonesia hukum adil koruptor narkoba bikin hancur negara basmi bangsa indonesia tinggal tunggu hancur tugas tegak hukum
156,Paijo Londo,2023-09-13T00:24:33Z,"Jika sdh di sita aset&quot;nya sebaikx secepatny di exsekusi mati ,, sj , sama halnya jugak orang&quot; yg koropsi harus di hukum mati /langsung di exsekusi mati sj ,",sudah sita aset quot sebaikx secepatny eksekusi mati saja hal jugak quot koropsi hukum mati eksekusi mati saja
157,Pujo Wibowo,2023-09-18T12:09:04Z,Apabila semua pelaku tidak di hukum mati berarti masih ada penegak hukum yg melindung pengedar jaringan internasional dan Indonesia akan hancur di masa depan .,laku hukum mati tegak hukum lindung peedar jaring internasional indonesia hancur
166,Buitenzorg 91,2023-09-14T11:19:05Z,Ini yang menata Narkoba sampai rapih itu siapa dun ?<br>Jangan bilang dari negara untuk negara ✌️ <br>Berantas mafia mafia zhalim yg melindungi hingga mudah sekali narkoba masuk ke negeri Indonesia .<br><br>Mafia kelas kakap nih whale&#39;s nya Indonesia? (Siapa),tata narkoba rapih dun bilang negara negara berantas mafia mafia zhalim lindung mudah narkoba negeri indonesia mafia kelas kakap whale indonesia
167,Nada Kurniawan,2023-09-15T22:19:50Z,Setengah kilo aja udah di kira bandar bisa di hukup mati . Apa lagi 10 ton? Klo masih lolos dr hukuman berat dan hanya di penjara beberapa tahun doang parah sih  🤔,kilo aja sudah bandar hukup mati ton lolos dr hukum berat penjara tahun doang parah
169,ً,2023-09-13T01:13:54Z,Yakin BBnya tak dicatuk seperti tedy Minahasa? oyah sudah ada peraturan baru bisa sita aset milik bandar narkoba ya? bisa miskinkan mereka? koruptor kok gak bisa dimiskinkan?😅,bb catuk tedy minahasa oyah atur sita aset milik bandar narkoba miskin koruptor gak miskin
173,Nelti Lubis,2023-09-16T01:36:07Z,KALAU ADA PENANGKAPAN NARKOBA YG BENTUKNYA MAFIA PASTI ADA IKUT POLISI.MAKA SEKARANG BANYAK YG BILANG POLISI INDONESIA ADALAH POLISI MAPIA NARKOBA.,tangkap narkoba bentuk mafia polisi bilang polisi indonesia polisi mapia narkoba
179,lamhot sihombing,2023-09-19T12:21:00Z,prestasi terbesar kabareskrim yg baru komjen wahyu widada..bravo polri..👍👍👍.selamatkan generasi bangsa ini dr bahaya narkoba.,prestasi besar kabareskrim komjen wahyu widada bravo polri selamat generasi bangsa dr bahaya narkoba
184,leonard gasby,2023-09-13T00:45:17Z,Masih byk perwira juga anggota...yg membuat kasus narkoba tertutup rapi. .ini yg harus di bersihkan...pasti akan mudah utk di ungkap..bravo polisi baik,byk perwira anggota narkoba tutup rapi sih mudah untuk bravo polisi
185,Sri Widji Astuti,2023-09-12T22:54:23Z,Alhamdulillah semoga mereka yg terlibat benar2 diberi sanksi hukum sesuai dengan profesi para patriot hukum yg sadar terhadap masa depan putra putri bangsa Indonesia❤,alhamdulillah moga libat benar sanksi hukum sesuai profesi patriot hukum sadar putra putri bangsa indonesia
188,Alasman Saragih,2023-09-17T15:26:16Z,"Indonesia..pasar  narkoba  yg paling  AMAN, NYAMAN.<br>CONTOH MALESYA   <br>COBA  SAJA TDK AKAN ADA YG BERANI.  TARUHAN  NYA,  MATI DAN IKUT KELUARGANYA..  JUGA MATI.  MAMPUKAH INDONESIA TERAPKAN  SPT   UU  MALESYA.  .??<br>TDK  AKAN   MAMPU. <br>KRN  HAKIM., JAKSA,  JUGA  NARKOBAON...",indonesia pasar narkoba aman nyaman contoh malesya coba tidak berani taruh mati keluarga mati indonesia terap spt uu malesya tidak karena hakim jaksa narkobaon
192,Amoonah,2023-09-13T03:40:03Z,"Barang haram bisa masuk ke 👇pasti ada yg memberi jln.kalau hanya cucurut gak bakalan bisa.soalnya ada oprasi dr badan hingga barang.ini pasti ada jalur2 mulus,gak heran guys<br>Ternyata benar di sidang Dodi cs itu barang Import kah",barang haram jln cucurut gak oprasi dr badan barang jalur mulus gak heran guysternyata sidang dodi cs barang import kah
196,Sehudin Sadath,2023-09-13T11:40:29Z,"Coba kalau saja oknum yg membekingi para pengedar sadar akan rusaknya generasi Anak bangsa,kena tanpa mereka Pasti susah Narkoba masuk negara",coba oknum beking peedar sadar rusak generasi anak bangsa susah narkoba negara
201,Naomi wita,2023-09-20T00:45:42Z,koropsi jg hrs dimiskinkan........<br>kl cmn narkoba gk adil ..yg penting itu ..koropsinya ......kl narkoba itu buat pilihan hidup buat mati ..,koropsi juga hrs miskin narkoba tidak adil koropsi narkoba pilih hidup mati
202,dureen mbalap Kediri,2023-09-14T06:41:22Z,Terbesar 10t<br>yg loloss dri operasii bisa senilaai puluhaan T lg bahkan bisa ratusan T... Jatim jateng jabar banyak loss narkobaa,besar loloss operasi senilaai puluhaan lagi ratus jatim jateng jabar loss narkobaa
203,Andri Supriyanto,2023-09-13T23:47:37Z,"Usaha milik pribadi kok aset semua di sita, giliran aset hasil korupsi gak di sita. Joni G plate Korupsi 8T cuman di denda berapa ratus juta dan para koruptor lainnya korup berapa puluh milyar cuman di denda berapa ratus juta saja mantan koruptor masih bisa mencalonkan anggota dewan kn konyol 😂😅😅",usaha milik pribadi aset sita gilir aset hasil korupsi gak sita joni plate korupsi cuman denda ratus juta koruptor korup puluh milyar cuman denda ratus juta mantan koruptor calon anggota dewan konyol
208,noer mamak azhari,2023-09-18T22:54:17Z,"Sudah jelas jelas pelaku , tetapi hukum yg berlaku tumpul . NARKOBA TDK AKAN HILANG DARI NKRI , KALAU HUKUM DI NKRI TUMPUL.",laku hukum laku tumpul narkoba tidak hilang nkri hukum nkri tumpul
213,kahfi,2023-09-15T08:13:58Z,"Bagus lah buat bayar utang negara &quot;<br>Pecat saja pak polisi, tni pejabat yang bertelele,, semua Tau itu setiap pejabat daerah Suka makai narkoba dan main prempuan, bukan di jawa saja setiap daerah begitu &quot;bupati walikota.. Polda jambi  sering kecolongan itu..",bagus bayar utang negara quot pecat polisi tni jabat tele tau jabat daerah suka maka narkoba main prempuan jawa daerah quot bupati walikota polda jambi colong
215,Mas Budi,2023-09-12T23:55:09Z,"Memeng polisi itu bngsat,byk anggota nya yg trlbt, dasar polri GK brguna bngsat",memeng polisi bngsat byk anggota trlbt dasar polri tidak brguna bngsat
218,Oey Lany,2023-09-19T15:05:50Z,HEBAT  POLISI BER KERJA  SM  DENGAN KEPOLISIAN TAILAN  MALASIA  INDONESIA  HEBAT  KERJA  SAMA  YANG  BAIK  UNTUK BERANTAS  B D  NARKOBA TER BESAR  MASARAKAT  BER TRIMA KASI KEPADA BP  BP YANG BRANTAS BANDAR NARKOBA TER BESAR   DIA MERUSAK GENERASI   MUDA,hebat polisi ber polisi tailan malasia indonesia hebat berantas narkoba ter masarakat ber terima kasi bp bp berantas bandar narkoba ter rusak generasi muda
225,Wiliam Jeremi,2023-09-13T06:51:10Z,"Polisi melindungi- polisi menangkap, polisi yg menghukum, coba klo polisi mau jujur pasti INDONESIA bebas narkoba ,selama aparat penegak hukum masih membekap peredaran narkoba di INDO selama itu juga narkoba ga akan hilang. Polisi bekap,polisi tangkap, polisi naik pangkat dibilang prestasi padahal perusak!.",polisi lindung polisi tangkap polisi hukum coba polisi jujur indonesia bebas narkoba aparat tegak hukum bekap edar narkoba indo narkoba tidak hilang polisi bekap polisi tangkap polisi pangkat bilang prestasi usak
234,ANDRA OFFICIAL,2023-09-17T08:49:27Z,"boss narkoba tuh pasti di backing sama aparat / orang pemerintah 😂 Kalau yg ketangkep gitu pasti cuma bandar biasa yg cuma dijadiin tumbal, Udah bukan rahasia umum lagi sih kalau ini",boss narkoba backing aparat perintah ketangkep gitu bandar dijadiin tumbal sudah rahasia umum
238,Saripudin Pudin,2023-09-13T09:00:44Z,"Trimakasih aparat negara bersenjata telah tertangkapnya badut badut narkoba narkotika  , tapi telusuri dong ada beking oknum ga  ? Tangkaaaaaapp",trimakasih aparat negara senjata tangkap badut badut narkoba narkotika telusur beking oknum tidak tangkaaaaaapp
239,Anna Lili,2023-09-13T07:51:04Z,Di bersihkan lah ke akakarar nya  merusak genersi penerus basang sikat semua nya semoga media dan parat dan perintah sehat selalu sikat semua nya  hukum lah seberat berat nya yang terliba di situ  jangan padang bulu supaya sehat generasi penerus bangsa kita ini,sih akakarar rusak genersi terus basang sikat moga media parat perintah sehat sikat hukum berat berat terliba situ padang bulu sehat generasi terus bangsa
240,Lebah Ratu,2023-09-15T15:22:51Z,Terima kasih untuk para bandar dan cukong yg telah dengan susah payah dengan suka rela mengumpulkan barang bukti untuk disita oleh polri untuk nanti di jadikan aset negara dan di pergunakan untuk kepentingan rakyat. Semoga kalian terus rajin mengumpulkan lagi dalam penjara nanti sebelum dihukum mati.,terima kasih bandar cukong susah payah suka rela kumpul barang bukti sita polri jadi aset negara guna penting rakyat moga rajin kumpul penjara hukum mati
243,leezhane ludvie86,2023-09-17T08:37:47Z,"semoga,yg di kampung2 jg pd di tgkep .krn sangat meresahkan. .. tdk peduli org2 cari rumput sklipun bawaanya sabu..😢😢",moga kampung juga pd tgkep karena resah tidak peduli org cari rumput sklipun bawaa sabu
244,A Jai,2023-09-12T23:40:00Z,"Pihak Keamanan <br>Hati hati dan harus sigap <br>Indonesia lagi dibidik Demografinya untuk di lumpuhkan tingkat produktifnya. <br><br>Jika usia Demografinya sudah dirusak dan dibuat setres oleh pihak saingan bisnis Negara maka Indonesia akan kehilangan kesempatan Positive dari bonus Demografi itu.<br><br>Ingat juga akan maraknya Judi Online dan Pinjaman Online serta Narkoba, ini akan mempengaruhi qualitas Demografi Indonesia. <br><br>Jadi disini perlu dan harus meningkatkan daya pikir dan Sigap meresponnya",aman hati hati sigap indonesia bidik demografi lumpuh tingkat produktif usia demografi rusak tres saing bisnis negara indonesia hilang sempat positive bonus demografi marak judi online pinjam online narkoba pengaruh qualitas demografi indonesia tingkat daya pikir sigap merespon
246,Endang Supriatna,2023-09-13T01:14:57Z,POLRI BRAVO..demogga indonesia terlepas dari narkoba..dan masyarakat nusantara sehat dan semangat  mecari kerja halal..Aamiinn ❤❤❤🎉🎉🎉,polri bravo demogga indonesia lepas narkoba masyarakat nusantara sehat semangat mecari halal aamiinn
261,Burhanudin Ksp,2023-09-16T19:39:25Z,Ini kan hanya peralihan saja&#39;entar saja udah bebas &#39;&#39;kalo memang benar terbukti orang ini.pedagang sabu2 dannheroin &#39;tidak ada ampun&#39;setelah ingkerak&#39;pengadilan yg mrmutuskan pidana mati&#39;&#39;2x30 hari harus di esikusi mati&#39;terus ditembak saja buat rusak  generasi muda dan bangsa indonesia &#39;yg jadi polisi banyak dinpecat&#39;yg jadi T.N.I.Juga banyak di pecat &#39;karena  terlibat perdagangan  dabu2.ini semua sengaja fi buat begitu oleh orang2 partai komunis tiongkok.&#39;dgn lemah bangsa 2 di duniaini.&#39;mereka orang2 cina komunis tiongkok lebih mudah untuk menyerbu bangsa&#39;ini.wadpadalah  indonesia&#39;dgn perogeres cina  komunis tiongkok&#39;mereka ingin buat pemuda2 indonesia semua lemah dan lengah..ok.,alih entar sudah bebas bukti dagang sabu dannheroin ampun ingkerak adil mrmutuskan pidana mati esikusi mati tembak rusak generasi muda bangsa indonesia polisi dinpecat pecat libat dagang dabu sengaja fi orang partai komunis tiongkok dengan lemah bangsa duniaini orang cina komunis tiongkok mudah serbu bangsa wadpadalah indonesia dengan perogeres cina komunis tiongkok pemuda indonesia lemah lengah ok
270,leodikia hunaribi,2023-09-13T03:49:49Z,Trus hukuman apa nnt yg akan diberikn ke otak pengedarnya. Apakah berlaku hukuman mati atau hukuman seumur hidup yg pantas.,terus hukum nnt diberikn otak peedar laku hukum mati hukum umur hidup
273,Tutur Kentoro,2023-09-13T07:03:04Z,"Alhamdulillah,,,, terimakasih Ya Allah engkau telah mempermudah Kepada bapak2 polisi untuk mengungkap jaringan narkoba,,semoga bapak2 polisi Indonesia sehat selalu",alhamdulillah terimakasih engkau mudah bapak polisi ungkap jaring narkoba moga bapak polisi indonesia sehat
276,pakde pauzi,2023-09-19T09:57:46Z,"segeralah ditembak mati, jangan sampai basi ceritanya, biasanya begitu lambat laun hilang cerita narkobanya lenyap ditelan bumi.",segera tembak mati basi cerita lambat laun hilang cerita narkoba lenyap tel bumi
278,Yoke Agustiranda,2023-09-15T20:01:02Z,Gue ngerasa ada hubungan nya sama irjen teddy minahasa logis gak sih.. Dengan teddy udh di tahan jadi gak mulus buat bandar yang lain,saya rasa hubung irjen teddy minahasa logis gak teddy sudah tahan gak mulus bandar
283,Fajar Ajalah,2023-09-14T14:50:55Z,"Yg jelas yg bisnis itu bukan orang biasa,<br>Yg jelas ada di dalam pemerintah dan para pejabat tinggi negara,<br>Walau di gembar gembor kan di publik,<br>Yg jelas akan lolos dari hukum di negri ini,<br>Paham dan sudah biasa kan hukum di negara ini,<br>Ke banyakan sekenario di depan publik saja,<br>Agar di anggap pejabat hukum di negara ini wah, atau hebat,<br>Pedahal akan lolos juga.",bisnis perintah jabat tinggi negara gembar gembor publik lolos hukum negri paham hukum negara banyak sekenario publik anggap jabat hukum negara hebat pedahal lolos
289,Nelawati Nelawati,2023-09-14T23:20:38Z,Di luar di tangkepin tp di dlm msh bs pke narkoba..ad brg masuk ke lapaa sih gmn critany..ud aj gs di tangkepin,tangkepin tapi dalam pke narkoba ada brg lapaa critany ud aj gs tangkepin
291,Endang Purnomo,2023-09-18T16:35:07Z,Mantappp mantappp..aje kendor kalau belom ke tangkepp trus majuuu biar org pada mabok kabeh,mantappp mantappp aje kendor bom tangkepp terus majuuu biar orang mabok kabeh
293,kesya fa,2023-09-14T14:40:42Z,"saran buat bapak kapolri,, lebih baik punya tim kusus dan rahasia serta benar benar bisa dipercaya untuk melaksanakan hal hal yang menjadi tujuan bapak kapolri,, terutama untuk membersihkan oknum oknum anak buah bapak yang tidak bisa kerja, korup, bermain main dengan hukum, dan masih banyak lagi.. sebab kalau hanya perintah perintah dan ancaman saja tidak akan mempan.. dan kalau bisa selalu diadakan rotasi atau perpindahan keluar daerah untuk menghindari permasalahan tersebut.. biar tidak keenakan bertugas terus disatu tempat sampai pensiun.. masak atasan saja selalu berpindah pindah ke daerah lain, sedangkan anak buah malah menetap disatu tempat.. kan ini kebalik dan tidak adil",saran kapolri tim khusus rahasia percaya laksana tuju kapolri bersih oknum oknum anak buah korup main main hukum perintah perintah ancam mempan ada rotasi pindah daerah hindar masalah biar enak tugas satu pensiun masak atas pindah pindah daerah anak buah tetap satu balik adil
299,Efendy H,2023-09-13T02:11:41Z,"Selagi mafia masih permainkan hukum,barang haram masih bebas beredar, sangat sulit memberantas, karena polisi menangkap tapi di mainkan mafia di pengadilan, jadinya polisi kecewa dan ahirnya konco konco di lapangan dengan mafia, tetap tidak berhasil karena saling tidak percaya.",selagi mafia main hukum barang haram bebas edar sulit berantas polisi tangkap main mafia adil polisi kecewa ahir konco konco lapang mafia hasil percaya
300,Pantang Mundur,2023-09-12T23:58:17Z,"Mending di bebaskan seperti di belanda,buat bangun negara negara yg kelola,dari pada ngutang ke cina...tapi rakyat se indonesia yg kena,bahkan bayi yg baru lahir saja sudah di bebani hutang yg tidAK TAU APA²<br>negara punya penghasilan besa karna di Filadelfia juga yg suka make saja beli orang yg ga suka biasa aja lewat lalu lalang",mending bebas belanda bangun negara negara kelola ngutang cina rakyat indonesia bayi lahir beban hutang tau apanegara hasil besa karena filadelfia suka make beli tidak suka aja lalang
305,Misbah Syaputra,2023-09-17T10:21:40Z,Tembak dikepala itu hukumannyg pamtas buat pengedar bandar narkoba...tirulah  pilipina teghas. Oke,tembak kepala hukumannyg pamtas peedar bandar narkoba tiru pilipina teghas oke
310,🅥 𝙋𝙐𝘽𝙇𝙄𝘾 𝙎𝙃𝙄𝙀𝙇𝘿 𝙄𝘿,2023-09-16T00:57:37Z,"Mereka yg merusak dan meracuni negara yg mayoritas usia produktif justru bukan negara maju, disini sering/bahkan setiap hari kasus2 ini. Saya curiga apa para pengedar ini didanai olh orng berpengaruh dari negara lain  karena biaya mereka kesana kemari itu tdk murah",rusak racun negara mayoritas usia produktif negara maju kasus curiga peedar dana olh orng pengaruh negara biaya kesana kemari tidak murah
312,Walimin Min,2023-09-20T11:58:30Z,Perusak generasi bangsa itu setelah di sita Aset para pengedar Narkoba ini hukum mati semuanya biar tak ada lagi bandar bandar besar ini,usak generasi bangsa sita aset peedar narkoba hukum mati biar bandar bandar
316,Jajak Adul,2023-09-13T01:07:28Z,Kayanya begitu mudah jaringan narkoba di Indonesia ini <br>Apa yg salah.....?????<br>Kaya nya bilan terbukti atau tertangkap tangan ....DI DOR SAJA<br>KARENA GAK ADA TAKUTNYA BILA HANYA DITANGKAP DAN DIHIKUM SAJA <br>DOR.... DOR SAJA..... OKE...!!!!!,kaya mudah jaring narkoba indonesia salah kaya bilan bukti tangkap tangan dor sajakarena gak takut tangkap dihikum dor dor oke
317,Tara Junaidi,2023-09-15T06:14:45Z,"Yg paling heran kenapa didalam penjara masih bisa mengendalikan narkoba, jadiseolah olah penjara bukan efek jera tapi malah jd tmpt persembunyian yg paling aman",heran dalam penjara kendali narkoba jadiseolah olah penjara efek jera tmpt sembunyi aman
321,Slamet Budi,2023-09-13T08:52:30Z,"Se7 bandar narkoba dimiskinkan pak, termasuk para koruptor harus dimiskinkan pak, biar gak bisa sogok penegak hukum...",se bandar narkoba miskin koruptor miskin biar gak sogok tegak hukum
326,Purwoko Dekrit,2023-09-15T06:58:38Z,"Hukuman mati yg pantaa bagi pengedar dan bandar narkoba, disamping dimiskinkan harta dan asset para bandar dam pengedar ......mereka merusak para muda mudi Indonesia sbg penerus bangsa , dan pihak penegak hukum hrs tegas kepada mereka.",hukum mati pantaa peedar bandar narkoba samping miskin harta asset bandar dam peedar rusak muda mud indonesia sbg terus bangsa tegak hukum hrs
327,zazafaridia,2023-09-13T00:41:34Z,"Alhamdulillah dapat lumbung cuan lgi.. Perlu diawasi jg ini polisi, nti itu barang hanya muter muter aja.. Di perdagangkan lgi..",alhamdulillah lumbung cuan lagi awas juga polisi nti barang muter muter aja dagang lagi
