nomor,nama_akun,tanggal_komentar,komentar
1355,Alitofan Angin,2023-09-19T04:49:20Z,Saya heran sama otaknya orang orang seperti ini kalau sudah ketangkep begini kan tidak bisa menikmati hasilnya n malah masuk penjara coba kalau kerja halal banyak simpanan kan enak menikmatinya
1356,Affan priGEL,2023-09-16T01:37:13Z,Yg bekingi dah kenyang
1357,Su Kamto,2023-09-15T11:07:42Z,Semoga yg membeking  Bandar Narkoba segera nyungsep !
1358,Hadi Soje,2023-09-19T12:44:11Z,Dari dulu Pelaku narkoba di tangkap tapi Barangnya di Amankan di simpan oknum polisi. Coba kalau ada barang bukti yang akan di musnakan di siarkan Langsung biar rakyat bisa lihat sekalian jadi saksi.
1359,Nasib Manik,2023-09-13T04:45:17Z,"Bongkar habis jaringan narkoba dan antek antek ilegal .....cara cara cina .....ttpu ,aset aset bayar hutangg nkri hanis subsidi tapi malas narkoba anak banyak istri bamyak merusak warga yg baik dan benar"
1360,GaluhTopa,2023-09-13T00:26:03Z,Dilihat saja bagaimana hukuman yg akan dilaksanakan😂😂😂
1361,zilverheart,2023-09-13T06:04:57Z,Sebaiknya dilegalkan saja bisnia narkoba khusus ekspor mendatangkan devisa membuka lap kerja
1362,gangan dirgantara,2023-09-14T02:29:41Z,Tembakk .....matikan dengan tidak.hormat teroris bandar narkoba
1363,Ody Selong,2023-09-15T03:24:34Z,Ini ikut bermain oknum aparat dan bea cukai bisa loloskan dr pelabuhan..
1364,Sudarno Dono,2023-09-13T01:23:57Z,jangan hanya bandar narkoba saja yg di miskunkan.para koruptor juga harus di miskinkan...
1365,Solihin Solihin,2023-09-17T10:34:58Z,DPR harus secepatnya mensahkan UzU perampasan aset
1366,Bukan Penjilat,2023-09-15T08:03:59Z,"Itu udah tugas polisi, itu juga gak tau ujungnya gimana,  Gw lebih Tertarik masalah Rempang.. kenapa kalo ada tragedi kemanusiaan yang melibatkan kekuasaan selalu tiba-tiba ada berita tandingan.. biasanya si teroris,,tapi karena banyak yg bilang itu basi ya ganti lah..😅"
1367,Nazery Wak,2023-09-18T04:21:36Z,Modarr miskin kan sj yg melakukan Marlina tembak mati sj
1368,JAMES BOND,2023-09-13T05:58:40Z,Awas di sisihkan seperti yg sudah sudah
1369,David Ab Hafidz,2023-09-16T00:52:07Z,Bisa buat kampanye😂😂
1370,risa yu,2023-09-17T02:58:37Z,"Tunjukkan wajah&quot; mereka yg jelas, Biar di ingat sama anak cucunya sebagai perusak dan penghancur generasi<br>Harus di hukum berat semuanya terutama APARAT yang Terlibat. 😡😡😡"
1371,Hari Saputra,2023-09-13T05:13:50Z,JANGAN HARAP INDONESIA BERSIH DARI NARKOBA.<br>SELAMA OKNUM MEMBERIKAN AKSES...<br>MEMBERI JALAN .<br>NANGKAP YG JALAN.
1372,RizkyAriezzz 91,2023-09-17T07:17:17Z,Anjay 10 T 🎉
1373,Suharti Santosa,2023-09-18T04:12:50Z,Bravo Polri❤❤❤ yg penting terus dikontrol jgn sampe ada oknum2
1374,Robert Hutapea,2023-09-14T10:07:19Z,Kuala lumpur sumber narkoba
1375,guntur putra,2023-09-13T00:53:40Z,Hukum mati
1376,Aris Fauzi,2023-09-13T04:10:44Z,Cobaaa tebakkk dwitnya akan lari kmnh kah ituuuu...
1377,aris sofianto,2023-09-13T00:15:35Z,"koruptor coy,,,hukum mati aku sebagai rakyat baru puas,,, ada apa kok tidak ada yg berani  kasi hukuman mati pada koruptor"
1378,Fitrah Ramdani,2023-09-15T20:12:14Z,Kalo udah sampe segitu ga mungkin ga ada oknum nya
1379,ANAK SUKU DALAM JAWA,2023-09-19T17:05:28Z,Usul pak polisi Share nama dan foto foto pelakunya pak takutnya banyak yg lolos 😂😂
1380,Yasin Yusup,2023-09-14T13:51:56Z,Tp yg saya heran knp klo pengungkapan barang bukti bejibun dr ujung knn ampe kiri..tp giliran pemusnahan brng bukti cm sebungkus kecil...trs kemana...??
1381,Irwan Wan,2023-09-17T06:56:46Z,"Menguntungkan bagi Polisi. <br>1.Barang bukti bsa dipakai or jual lagi ama Polisi<br>2.yg ketangkap jga ada setoran buat polisi (ntah itu setoran utk bebas,dll) <br><br>Ada yg mau ditambahkan lgi ......... silahkan netizen."
1382,hajar tros,2023-09-17T09:37:59Z,Mantap...
1383,Mangi R pauru,2023-09-12T23:39:51Z,Hukuman mati sj
1384,bidansyah,2023-09-15T16:07:50Z,Jika ingin berantas indonesia bisa...jika bukan oknum berbintang barang haram tak akan bisa msk indonesia
1385,SUHAEILI ELI,2023-09-19T08:13:09Z,trmkasiiii Bp polisiii<br>atas truus bersemangat truus dan trus mencari serta menuntaskan kasus kasus
1386,Perak Barokah,2023-09-19T00:22:24Z,Udah nyatakan china dan keturunanya biang perusak indonesia dengan narkoba
1387,Dunia Indie,2023-09-17T00:13:48Z,Buat nutupin kasus rempang wkwkwkwk
1388,Khairy Channel,2023-09-19T08:59:53Z,Sepatutnya hukum tembak mati saja sebab merosakkan kehidupan orang lain
1389,Budak Lampung,2023-09-20T22:56:16Z,"Baru di era banteng...,,narkoba kok Berton ton😂😂"
1390,Mangasih Nainggolan,2023-09-17T05:12:41Z,"Malu kita bahas narkoba ,soalnya mapia pada umumnya ada yg Beking."
1391,Wida Ninggsih,2023-09-13T15:30:39Z,Sambro pie kabare? isih penak too.....
1392,Mohamad Firdaus,2023-09-17T16:42:17Z,Orang dalem
1393,Abdullah Zikri,2023-09-19T11:33:53Z,Walau ketangkap tapi narkoba nya tetap beredar salam buat aparat dan pejabat
1394,Permen Manis Viral,2023-09-15T07:12:18Z,Sambo sama Tedy minahasa gimana hukum mati dong
1395,yanzen pros,2023-09-13T01:00:37Z,BRAVO POLRI<br>Miskinkn semiskin miskinnya...👍👍
1396,Gung Mang,2023-09-17T12:17:56Z,Hukum matiiii wajibbb
1397,Bawaq Mundah,2023-09-16T04:55:31Z,Kalau bisa langsung di hukum mati biar tidak merja lela benih2 yg lain
1398,Yogi Hrp,2023-09-14T10:13:36Z,Semoga hasil sitaan gak di jual kembali
1399,Cynthia Lauw,2023-09-19T23:50:10Z,"<a href=""https://www.youtube.com/watch?v=PO1IloHn1pk&amp;t=4m30s"">4:30</a>"
1400,Dimas Pratama,2023-09-16T02:21:05Z,Kepolisian Indonesia ini jangan seperti polisi india . . Jujur &amp; amanahlah dlm mnjalankan tugas
1401,Ravvi 12,2023-09-13T12:22:18Z,"Paling kurir nya yang itu, bos besarnya babrik belum ketangkap."
1402,Edy Murjito,2023-09-17T23:40:31Z,"Tembak mati wae pak , Ra sah kesuen"
1403,ZFN,2023-09-13T08:43:17Z,Jual aja barang bukti narkobanya ke negara lain yg legalin narkoba...duit nya buat bayar hutang negara
1404,gara iskandarsyah,2023-09-19T11:05:49Z,Lgsung tmbk aj tk prlu d sidang2 lg.
1405,Naimah Naimi,2023-09-16T12:21:36Z,Harus adil...hukuman yg di jatuhkan pd fredy budiman maka wajib kpd yg lainnya juga..dulu fredy budiman tdk di kasih kesempatan untuk mengungkap siapa sj yg krj sama di blakangnya dg fredy..
1406,Ibson Hardi,2023-09-14T11:38:25Z,Koq baru skrg terungkap.....
1407,Prabowo Marthadinata,2023-09-15T18:46:20Z,Dan saya yakin sekali di dlamnya jga ada oknum coklatnya.<br>Itu udah wajib<br>Jadi buka suatu kebanggaan atau prestasi.👎
1408,mamake ubi,2023-09-20T03:04:01Z,Hukum mati
1409,Dandaud Melle Kata Sila'ba,2023-09-13T08:30:31Z,Tks kepolisian atas jasa pengungkapan narkoba yang merusak generasi bangsa ❤
1410,salmah sitisiah,2023-09-15T08:28:51Z,Tugas hrustgs jgn tbang blih demsa dpn negara dan jiwa generasi pnerus
1411,IWAN  BRON,2023-09-13T04:34:58Z,"TEMBAKS MATI SAJA HUKUMAN NYA, PENGHIANAT NKRI"
1412,SIKSAKUBUR,2023-09-15T16:12:20Z,"BARANG BUKTI SEMUA DI BAKAR DI DEPAN MASYARAKAT, KAMI SUDAH MUAK DENGAN BARANG BUKTI YG TIDAK JELAS KEBERADAAN NYA, FAKYOU!"
1413,Marsya Ayesha,2023-09-13T08:27:21Z,"Hrs di hukum mati dorr seperti hal ny sambo,,"
1414,XXX 000,2023-09-13T02:25:40Z,Hukum mati
1415,anto anto,2023-09-12T23:37:03Z,Sudah di ganti tawas blm😂😂😂😂😂😂😂
1416,Pandu Ferdiansyah,2023-09-19T10:06:08Z,Hukum mati
1417,ruki Ruki,2023-09-18T07:13:53Z,Syukur Alhamdulillah telah terbongkar telah tiba waktunya untuk di berantas biar di sapu bersih.
1418,Harjaya Sofyan,2023-09-16T09:52:24Z,Kenapa pihak BNN  Tidak ada terlibat . Kenapa NERESKIM POLRI Saja . ......?.
1419,Adi Galaxy,2023-09-19T13:26:46Z,Jgn sampai hilang kasus Ferdy sambo 🙏
1420,asaba wijak,2023-09-13T04:40:48Z,Fredy pratama n fredy budiman😂
1421,Robet Wahono,2023-09-16T02:17:02Z,SETUJU HUKUM MATI JANGAN ADA KATA HAM DALAM MASALAH MERUSAK GENERASI MUDA.
1422,salsabila nasywa haura channel,2023-09-13T00:48:22Z,"Semoga ini bisa menciptakan generasi bangsa yg cerdas, memutus rantai generasi linglung"
1423,Maduwin Maduwin,2023-09-16T04:34:56Z,Lucu iya pelabuan bandara jln tikur antara negara di jaga.<br>Kok bisa  narkoba ini msk iya.<br>Klau pun ada pabrik nya di dlm  dlm negara pasti tdk lama ketahuan .
1424,badboy,2023-09-16T02:45:57Z,JANGAN LUPAKAN TEDDY MINAHASA
1425,Da silva90,2023-09-13T21:38:48Z,"Ahhh paling 10 T itu di media doank yg kalian tunjuk, ntr jg kalian makan smua itu uang."
1426,Nada Fitria,2023-09-17T12:12:55Z,"Moga endingnya gg kayak kasus2 yg sebelumnya ya pak pol😊<br>Makasih ya pak pol buat kerja kerasnya tapi nangkap si mastermind jauhh lebih butuh effort pak, mangatse"
1427,Salman Jawi,2023-09-13T04:39:17Z,"Sindikat 10,5 Triliun😱? Mana suaranya yg teriak²: habaib, arab yaman, antek² penjajah, budak yaman? 🤬🤬🤬"
1428,Tjan Sanak Huma,2023-09-12T23:55:31Z,apresiasi bravo polri
1429,vonny Ananda,2023-09-17T23:37:20Z,"Jangan hanya menyita hasil dari kejahatan mereka tapi harusnya di eleminasi ,tidak akan adalagi ,kejahatan seperti ini kedepan."
1430,Adi Sasongko,2023-09-17T23:36:42Z,"Gilak bro,kebongkar semua"
1431,Atiek Atiek,2023-09-13T06:24:16Z,Hukum mati smua.tentunya
1432,Barbarian King,2023-09-13T19:14:08Z,Jiir
1433,Mas prabu Tanjung,2023-09-16T08:30:03Z,Selagi tindakan tegas di berlakukan dan pengawasan ketat  kepada angota oknum tni polri yg terlibat bisa menekan peredaran narkoba
1434,moh wakit,2023-09-18T11:59:56Z,Brani ndak ditindak tegas pelakunya...itu yg ditunggu masyarakat jwbnya..contoh hukum seberat beratnya...
1435,Dika lahlamaa,2023-09-16T17:41:38Z,Salut polri indonesia seperti itu bisa ditangkap dibasmi dan dimusnahkan hebat polri indonesia
1436,Ody Selong,2023-09-15T03:22:16Z,Contohi Singapura dan Malaysia setengah kilo sabu di hukum gantung
1437,Wendri Yana,2023-09-13T00:25:44Z,kalau kasusnya sebesar ini dah pasti hukuman nya mati.... pertanyaan nya apakah akan lolos yaa? soalnya hukum kita gk meyakinkan 😇
1438,Yudhi Sasang,2023-09-18T05:24:02Z,Brobrokx aparat negara yg melindungi jaringan sindikat narkoba perlu diberi ganjaran hukuman yg seberat-betatx.
1439,Hello Day,2023-09-13T04:05:02Z,"Kalo narkoba yg ilegal, sulit dan beresiko besar mereka mereka bisa dapat 10T, kenapa nggak coba jualan cilok, bebek goreng atau seblak coba? Mereka kan pada pinter bisnis?"
1440,Yanto Yanto,2023-09-20T03:09:22Z,"Semua yang trlibat harus di tindak tegas tidak ada tawar menawar harus, kalo perlu itu namanya penyakit jangan cuma di hukum seumur hidup namanya penyakit virus biar tdk menyebar menular tembak mati aja dor, biar tdk brtunas lagi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
1441,Igede Ariana Jembrana,2023-09-16T14:58:29Z,Mohon ijin  jika saja Lampung timur  khususnya waway. Karya bisa di berantas narkobanya dan pengedar uang palsu di tangkap tentu bisa lebih Aman trimakadih
1442,Siti Nurhayati,2023-09-12T22:37:54Z,Hukum..seberat berat nya<br>Ini lah era pemerintahan joko w...parah bangeeeet<br>Bubarkan PDI
1443,difatul kadri,2023-09-13T05:48:40Z,"Harus dikawal terus oleh para pihak..<br>Yang jelas kita tetap apresiasi kepada para pihak berwajib…<br><br>Supaya kejadian seperti Teddy minahasa, tidak terulang kembali 👍🏻"
1444,yans 1938,2023-09-25T02:15:54Z,Amankan barang bukti jngn sampai di jual kembali
1445,Mat Tetap,2023-09-16T13:47:01Z,"Mantap 💗💗,polisi 🇮🇩"
1446,Elis Herliasiva,2023-09-20T04:45:51Z,😊
1447,Irwan Marullah,2023-09-13T01:54:04Z,Tambah hebat negri ku jdi pusat narkoba terbesar semenjak rezim ini berkuasa
1448,Dandim Carlob,2023-09-13T02:50:32Z,Ada pemain baru yg akan masuk🤭
1449,Deki Montolalu,2023-09-13T11:38:28Z,Hukuman gantung saja!
1450,Mimi Susanti,2023-09-13T11:20:09Z,👏👏👏semangat pak 🎉🎉
1451,Syam nawali,2023-09-13T01:01:13Z,"Terima kasih untuk polri karna sudah menindak cepat kejadian tersebut ,,,<br>Seharusnya pecat langsung saja untuk pelajaran bagi supir&quot; bus pe.a lainya yg suka melawan arah"
1452,Ubaidillah Masyhadi,2023-09-16T05:05:14Z,Belum pengadilan di akhirat jika mereka tidak bertaubat
1453,Dedy Firmansyah,2023-09-16T01:23:31Z,Semoga dapat hukum mati semua yg terlibat
1454,Sukarno 88,2023-09-15T06:25:50Z,😂😂😂😂  nayanya  kok  bayak  KAH  KAH
1455,best moment,2023-09-13T13:25:43Z,Kita butuh Bung Rocky gerung untuk mengkritik kasus2 seperti ini supaya viral dan ditangkap oknum keparat yg ikut cawe2 bisnis haram ini
1456,rouf areka,2023-09-14T10:58:09Z,Harusnya dilegalkan
1457,Ziad Patata,2023-09-13T01:46:24Z,"Sudah rahasia umum kalau ada oknum-oknum aparat yg  terlibat, gak mungkin bisnis kotor kecil jadi besar secara aman kalau ga ada oknum anu yg terlibat"
1458,David,2023-09-26T03:40:13Z,Narkoba tidak akan pernah habis...ingat testimoni fredy budiman.....itu sangat penting utk di mengerti...seluruh rakyat..
1459,ari dodo,2023-09-18T00:14:21Z,"YG SAYA HERAN 1 PUN TERSANGKA TIDAK ADA YG DI LAKBAN KAKAINYA,DAN TIDAK ADA KENANGAN LOBANG DIKAKI😂😂hiiiiheeeeehiii"
1460,Moh Suaib,2023-09-13T02:15:56Z,Alhamdulillah smoga sabu d sluruh negriq in bersih dri predaranx
1461,Spoiler Time,2023-09-13T00:09:12Z,"pertanyaan terbesar dalam benakku&quot; aset aset yang disita baik berupa bangunan, tanah, uang dan bentuk fisik berupa kendaraan dari kasus kasus di Indonesia baik kasus kriminal, suap, korupsi dan lain lain dialihkan kemana atau kemana perginya?"
1462,su yadi,2023-09-13T00:25:25Z,Bapak Kapolri .bapak panglima ..bapak kasad ..3 Matra..dan bapak kabariskrim.dan ulama..sudah waktunya turun tangan untuk menyelamatkan generasi muda Indonesia ..ini sudah urgen kenyataan ini bisa di buktikan dengan jualan di lapas..seorang di hukum masih bisa jualan narkoba di dalam lapas..sungguh naif .pejabat lapas ..terserah pemerintah para bandar dan pemakai ..apakah di rehabilitasi dan pongobatan gratis..agar mereka selamat dari narkoba..kasian mereka..semoga usul ini di tindak lanjuti para pemimpin..kita aamiin...
1463,SUWONO Wono,2023-09-15T12:57:44Z,"Narkoba di NKRI itu seperti buah simalakama, bandar menangkap gembong, masih banyak oknum yg seperti tedi Minahasa"
1464,Suad Jaelani,2023-09-17T08:41:17Z,Sudah hukum mati itu pak udah berpuluh puluh th beroprasi narkoba.
1465,RAKYAT JELATA,2023-09-16T05:04:22Z,Semua di sita abis itu di makan para gerombolan polisi2 lapar
1466,Benny Lukman,2023-09-13T12:11:34Z,Kelewat  kaya raya  karna bing ung gunakan uang terlalu bznyak utk apa  dan tfk kenal msh banyak  bangsa INDONESIA yg di bantu mkn  dan sejahtra nya  jln2 rusak di kampung2  utk jln   pangan dan ke rumah sakit saat ibu2 hamil  dan banyak lagi yg kurang mkn  apa tdk sebaik nya  brikan pd bangsa yg butuh  pemerataan asli  terwujut
1467,Kiweng Kicep,2023-09-13T06:57:43Z,Nanti semua uang nya di ke manain Yasa ?? Apa bisa di bagikan ke rakyat rakyat kecil 🙏🙏
1468,JO- HART,2023-09-18T06:24:27Z,"Hukum mati termasuk oknum aparat yg terlibat, jangan lantas nanti mendapatkan diskon 50%. Seharusnya yg mendiskon juga dikenai pasal."
1469,Alex Cobain,2023-09-14T04:45:51Z,"Knpa kok gk habis2 Sabu sabu, di indonesia, pdahal pngkapan selalu bnyak. Trus pemusnahan narkoba itu apa ya, apa dr pngkapan yg kecil2 itu di kumpulin. Dn trus mreka bisa putar melalui krja sama  dgn orang , utk mncri pangkat/orang yg ngejalani di ajk krja sma mnjadi Bandar dn membutahkn dgn uang juga di jamin aman, slnjutxa bandarxa di jdikan korban dgn gnti topeng.. <br>Smoga polisi indonesia mnjadi jujur, amanah, Amin ya Allah."
1470,Ladunny Akmaluz zaini,2023-09-15T19:44:44Z,Korupsi juga kudu dimiskinkan semiskin miskinya.smpe mati di penjara
1471,WINRICH,2023-09-12T22:52:34Z,Aneh aja...
1472,Riko Herlambang,2023-09-12T22:59:08Z,"nah ini baru mantab, pohon nya yg di tebang, bukan rantingnya, kalo ranting mau di babat terus menerus jg tumbuh terus tunas baru."
1473,Abah Uca,2023-09-16T09:35:17Z,"Mungkin jaringan yg lainnya msih ada,Institusi Polri klo mo bersih&quot; jaringan narkoba saatnya nih termasuk oknum aparat"
1474,Samboja Iwan,2023-09-16T03:04:10Z,Uang sitaan sebanyak itu nantinya di kemanain ya..
1475,sak karep mu@###,2023-09-13T18:54:26Z,Alah di dalam penjara aja masih bisa melakukan transaksi narkoba terutama di sumatra utara parapejabat kalapas nya berbut untuk menduduki posisi strategis untuk menjaring uang mafia narkoba di dalam lapas penjara
1476,Kusbianto Toro,2023-09-13T02:44:13Z,Dihukum mati itu lebih baik buat bikin jera yg lainnya
1477,tio novrianto,2023-09-14T14:06:16Z,Narkoba di hiburan malam masih aman negara 🇲🇨
1478,GM TV One,2023-09-15T16:27:04Z,Judi marak narkoba gk ada habisnya itu krna banyak oknum polisi di balik ini smua
1479,Agus Darmawan,2023-10-08T06:26:53Z,"&quot;PASTI ADA DEKINGANNYA &quot; PERTANYAANNYA &quot; KLU TDK ADA DEKINGANNYA KNP BARANG HARAM ITU BISA MASUK KE NKRI&quot; SEANDAINYA DIJAGA KETAT DI JLN TIKUS DI DAERAH DAERAH MANAPUN SEPERTI SARAWAK  TENTU BARANG HARAM ITU TDK BISA MASUK KE NKRI,&quot; DAN HARUS JAGA DIPERKETAT DI BEACUKAI DAN CARGO CARGO.."
1480,ayu purwati,2023-09-13T04:32:28Z,semoga ada hukuman mati terlaksana tdk hanya di miskin kan
1481,sumi sumi channel,2023-09-13T04:41:15Z,Kalau dituker dgn tawas bisa cuan gede lgi
1482,Ika Rezeki Hawini,2023-09-15T20:45:39Z,Sapu bersih ....
1483,Lasito Happy79,2023-09-13T08:42:34Z,☝️🇮🇩🌅🌏💞🤝 RAHAYU PARA PENEGAK KEADILAN
1484,Welly Nirmala,2023-09-13T01:08:57Z,"Alhamdulilah tangkap hukum mati , ini perusak generasi muda pak"
1485,m samroni,2023-09-15T07:49:46Z,"Bekingannya juga hrs di cari dan di tangkep, hmpir di seluruh pelosok desa narkoba jenis sabu udh beredar"
1486,Antonius Goti,2023-09-16T00:19:01Z,Hukuman di indonesia bsa di bayar pake uang
1487,Ahmad syaiful Bakhri,2023-09-17T01:18:58Z,Rakyat Tinggal menunggu di sah kan nya UU penyitaan aset para koruptor..
1488,SAURON,2023-09-12T22:11:30Z,Uang yg di sita aman kahh?
1489,Indah Boyadi,2023-09-15T17:29:05Z,Itu bs buat nyicil hutang negara ke china tu...😅😅😅😅
1490,Herman Nurdin,2023-09-12T22:54:56Z,"Kepolisian Republik Indonesia,walau tak luput dari kekurangan nya.Namun banyak sekali hasil perjuangan nya yang menyumbangkan hasil kenegara,salut nya angota²bukkam satu suara.tidak koar² perperson.Mantab"
1491,andri rizkyabadi,2023-09-17T10:27:21Z,TELAT
1492,Galih Permadi,2023-09-16T12:20:53Z,Pasti ada oknum  yg Ter libat dlm peredaran barang haram tsb..
1493,pelapak mainan,2023-09-12T22:34:17Z,Paling tawas dari trawas
1494,Djumadi Tarmun,2023-09-26T11:44:18Z,kalao cuma di penjara begitu bebas berbuat lagi mereka tdk akan jera kecuali hukum mati baru yg jera
1495,Han 123,2023-09-13T05:28:12Z,BARANG BUKTI NARKOBA LANGSUNG MUSNAHKAN DI TEMPAT SAAT ITU JUGA. SUPAYA TIDAK BEREDAR LAGI.
1496,Efendi Damiri,2023-09-17T23:23:55Z,Tembak mati secepatnya dan jg para korupror  jg rakyat maunya begitu.. Nantinya ujung2 bebas...
1497,Ogymdkhalid Md Khalid,2023-09-17T09:13:55Z,Class
1498,Riky Fauzi,2023-09-16T02:05:24Z,Cair cair
1499,ser3beja,2023-09-14T08:21:50Z,Mayan tuh bt modal nyapres 🤭🤭
1500,Agus Suswanto,2023-09-16T04:03:03Z,"Habis di sita trus masuk ke mana ya, wkwkwkwkwkwkwkwk, masyarakat yang pintar pasti dah tahu ke mana barang sitaan, tapi kalo yang masih lugu pasti bilang masuk kas NEGARA wkwkwkwkwkwkwkwk"
1501,cocosamp,2023-09-13T00:28:37Z,"Nah ini baru kerjanyata, preses sesuai UU yg berlaku, dan para anggota polisinya Wajib mendapatkan Penghargaan dan bonus yg tinggi untuk kerja nyata spt ini supaya makin semangat membasmi kejahatan di negri ini 🤲🤲🤲"
1502,Imron Rosyadi,2023-09-12T22:55:40Z,"Kalo pemakai narkoba dibilang korban, mau sampe kiamat pun bakalan ada yg pake..."
1503,Bad Tattoo,2023-09-13T10:28:18Z,Itu duit ntr di gmna in..sbanyak itu<br><br>Kadang kadang mikir
1504,kim_Aliya,2023-09-19T12:03:16Z,Pengedarnya di suapin sabu dulu tuh  yang banyak sebelum sabunya di bakar biar ngerasain kasian jualan mulu anak orang jadi korban mulu
1505,La Jama,2023-09-15T06:14:38Z,"mungkin menangkap Narkoba ini akan Di pindah tugaskan lagi, seperti  yg di tangkap Petinggi Polri,, pdhl mereka see harus di kasi Lencana, mlhan di pindahkan.."
1506,Rose Jasmine,2023-09-13T04:02:55Z,"berdaya rusak brow, tak beda jauh dg bom naga saki"
1507,Ibrahim,2023-09-13T04:32:28Z,"Ini tersangkanya harus buka mulut, siapa saja yg dia kenal dan siapa saja yg melindunginya selama ini"
1508,Subhan Speed,2023-09-19T02:52:24Z,Hukum mati udah jelas
1509,Dani Gondes,2023-09-15T05:03:48Z,😊😊❤ilove you narkoba
1510,Han 123,2023-09-13T05:25:36Z,"BARANG BUKTI NARKOBA NYA MUSNAHKAN LANGSUNG DI TEMPAT KEJADIAN PERKARA ITU, SUPAYA TIDAK LAGI BEREDAR <br><br>NARKOBA NYA LANGSUNG MUSNAHKAN SAAT ITU JUGA DI BAKAR SUPAYA TIDAK LAGI BEREDAR"
