nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
2384,@didiksoepriadi1236,2023-09-13T09:29:59Z,MANTAP Ndan....APLUSSS...KINERJA YG BAIK CUKUP MEMUASKAN.....tapi coba usut KASUS KANJURUHAN MALANG......MOHON IJIN ....agar kami bisa MENDENGAR LANGSUNG DARI SUMBERNYA .....,mantap ndan aplusss kerja muas coba usut kanjuruhan malang ijin dengar sumber
2093,@fitrirengganis7066,2023-09-16T05:04:21Z,"Barang Buktinya harus diambil negara, masyarakat, media Dan Kam harus kawa barang bukti.. Jgn sampai Di ciri oleh oknum2 tertentu",barang bukti ambil negara masyarakat media kam kawa barang bukti jangan ciri oknum
286,@henykartika1271,2023-09-12T23:14:05Z,"Terimakasih pak jokowy sdh berikan yg terbaik buat  Ri.semoga pak jokowi bahagia selalu dan juga kel, Dlm lindungan sang pencipta.",terimakasih jokowy sudah baik moga jokowi bahagia kel dalam lindung sang cipta
1427,@saefulelfalah195,2023-09-13T02:08:50Z,"Yg seperti merekalah yg ingin negeri ini selalu kacau. Di saat pemerintah  di buat sibuk dengan hujatan cacian makian berita hoax dan segala remeh temeh lainnya, mereka akan leluasa untuk berbisnis haram sperti itu",negeri kacau perintah sibuk hujat caci maki berita hoax remeh temeh leluasa bisnis haram sperti
222,@alyubi6926,2023-09-16T11:32:28Z,"PARA GEMBONG NARKOBA HARUS DIHUKUM TEMBAK DI TEMPAT SAJA, JANGAN BUANG BUANG ENERGI. KALAU ADA APARAT PENEGAK HUKUM YANG TERLIBAT JUGA HARUS DITEMBAK DI TEMPAT JUGA. MUSNAHKAN PARA MANUSIA MANUSIA BERAHKLAK BIADAB INI.❤🇮🇩💪💪💪💪💪💪💪",gembong narkoba hukum tembak buang buang energi aparat tegak hukum libat tembak musnah manusia manusia berahklak biadab
350,@bobbyharyanto8745,2023-09-13T03:06:36Z,Woi barang bukti nya di pantau terus..takut nya di tilep lagi .duit nya di bagi dong ke rakyat indonesia..perbaiki jln rusak ..buatin penerangan lampu jln di desa desa..pokok nya buat rakyat dah..tapi mimpi doang she .yg ada cuma di mkn sendiri ..BB nya di bagi segelintir mereka doang😂😂😂,woi barang bukti pantau takut tilep duit rakyat indonesia baik jln rusak buatin terang lampu jln desa desa pokok rakyat mimpi doang she mkn gelintir doang
2645,@hendro_jc,2023-09-13T03:10:23Z,"Tidak jauh dari diskotik sebenarnya peredaran narkoba itu,coba di selidiki diskotik diskotik besar diindonesia pasti semakin banyak pihak kepolisian bisa menangkap bandar bandar narkoba..",diskotik edar narkoba coba selidik diskotik diskotik indonesia polisi tangkap bandar bandar narkoba
192,@hengkidjapar8937,2023-09-13T02:48:04Z,Percuma ditangkap<br>Bila aparat hukum kita masih mau diajak main<br>Makanya Narkoba tdk ada habis2 nya.<br>Intinya penjara tidak bikin pelaku bertobat.<br>Justru jadi ajang buat mencari anggota baru.,ditangkapbila aparat hukum ajak mainmaka narkoba tidak habis inti penjara bikin laku tobat ajang cari anggota
950,@salmahsitisiah2678,2023-09-15T08:28:51Z,Tugas hrustgs jgn tbang blih demsa dpn negara dan jiwa generasi pnerus,tugas hrustgs jangan tbang blih demsa dpn negara jiwa generasi pnerus
1208,@didikprabowo8662,2023-09-12T22:15:58Z,"Hukuman mati harus di tegakkan,,,hakim2nya harus di didik supaya menolak suap,,,dan semua aparat harus cinta tanah air,,,bukan cinta bandar narkoba,,,,bila di biarkan,,,puluhan ton yg akan di pasok ke indonesia",hukum mati tegak didik tolak suap aparat cinta tanah air cinta bandar narkoba biar puluh ton pasok indonesia
42,@rahadidenis,2023-09-15T16:31:46Z,"Kurang paham sama alurnya...<br>Kalau aset sampek kayak gitu berarti kan dah lama , dan aset sudahvkeburu bnyak. Dan jaringan sudah besar...<br>Kenapa ditangkap?<br>Sebelumnya kan mereka aman aman aja?<br>Sampek bisa punya rumah ,tanah,hotel,gedung,gedungnya disewa. <br>Pasti juga pihak yg terkaita mgkn ratusan orang dari sipil dan non sipil.<br>Kenapa?<br>Trus klo uang hasil sitaanya dipake buat kampanye boleh gak.?<br>Sama itu yg mendesak dri pihak luar atau inisiatif indo.<br>Apakah mungkin didesak dsri kuar negeri trus dikeluarkan tersangka  sebagai kambing hitam. Aset disita 10t padahal aset sebenarnya 50t masih aman karena sudah ada kambing hitamnya...dan tetap bisa berusaha diluar sana.<br>Bagaimana pak?",paham alur aset sampek kayak gitu aset sudahvkeburu banyak jaring tangkap aman aman aja sampek rumah tanah hotel gedung gedung sewa terkaita mgkn ratus sipil non sipil terus uang hasil sitaa dipake kampanye gak desak inisiatif indo desak dsri kuar negeri terus keluar sangka kambing hitam aset sita aset aman kambing hitam usaha luar
2224,@cometopapa333,2023-09-13T11:25:48Z,Nanti ilang nya itu hasil barang sitaan .<br>Saya yakin 100 persen .<br>Di polisi konoha .<br>Barang bukti 100 persen tidak fi hancurkan tp dibagi bagi .<br>Saya pasti kan .<br>Polisi polisi itu tidak bersih,hilang hasil barang sita persen polisi konoha barang bukti persen hancur tapi bagi polisi polisi bersih
394,@berrykapor9720,2023-09-15T08:37:29Z,Miris sekarang narkoba udh masuk ke desa² dgn gampangnya tapi aparat kayak g ada reaksi apa².. seharusnya polda harus turun langsung ke polres² di daerah ² periksa semua polisi yg bertugas di daerah²,miris narkoba sudah desa dengan gampang aparat kayak reaksi polda turun polres daerah periksa polisi tugas daerah
1598,@DenBagoes-dt6tf,2023-09-13T18:11:19Z,"Yang ditunggup proses hukum yg sesungguhnya yaitu dengan menghikum pelaku yg seberat beratnya.<br>Jangan ada lagi dihukum hanya dengan hukuman Rehabiltasi, ini<br>hukuman yg memuak kan.",ditunggup proses hukum sungguh hukum laku berat berat hukum hukum rehabiltasi inihukuman muak
2679,@leezhaneludvie8657,2023-09-17T08:37:47Z,"semoga,yg di kampung2 jg pd di tgkep .krn sangat meresahkan. .. tdk peduli org2 cari rumput sklipun bawaanya sabu..😢😢",moga kampung juga tgkep karena resah tidak peduli org cari rumput sklipun bawaa sabu
1144,@adaabie5015,2023-09-13T03:05:26Z,"Harus dibahas agar di Indonesia diterapkan hukum Islam karena terbukti secara otentik bisa menciptakan keamanan paling baik di dunia. Jd buat pelaku2 SPT ini sidang sebentar langsung hukum mati, selesai..",bahas indonesia terap hukum islam bukti otentik cipta aman dunia pelaku spt sidang hukum mati selesai
1312,@annalili1436,2023-09-13T07:51:04Z,Di bersihkan lah ke akakarar nya  merusak genersi penerus basang sikat semua nya semoga media dan parat dan perintah sehat selalu sikat semua nya  hukum lah seberat berat nya yang terliba di situ  jangan padang bulu supaya sehat generasi penerus bangsa kita ini,sih akakarar rusak genersi terus basang sikat moga media parat perintah sehat sikat hukum berat berat terliba situ padang bulu sehat generasi terus bangsa
1773,@warsitototo0244,2023-09-13T00:51:43Z,Ketika negara2 asing mengetatkan hukuman mk barang haram tsb mengalir ke negri ini dg anggapan masyarakatnya potensial dan hukuman bs dinego lewat oknum.,negara asing ketat hukum barang haram sebut alir negri dengan anggap masyarakat potensial hukum tawar oknum
2460,@idwar129,2023-09-17T15:40:55Z,Kl Sdh  ketangkap gembong .. Kuroco2 ngikut.. Apresiasi ka polri.. Skrg.. .. Selamat kn generasi muda pak... Bnyk y hancur otak nya kl Sdh  kena sabu.. Ngk guna lagi.. Ganja.. Muras.. .msh bisa di slamatkn.. Sabu sabu ngeriiiiii,sudah tangkap gembong kuroco ngikut apresiasi polri sekarang selamat generasi muda banyak hancur otak sudah sabu ganja muras slamatkn sabu sabu ngeri
1130,@majiddairoby3666,2023-09-20T10:47:29Z,"gimana lagi yg merusak ttp ada,tapi diusahakan di perkecil,dak penegak hukum harus bersih ,semoga hukum kita dpt di percaya masyarakat kecil,",gimana rusak ttp usaha kecil dak tegak hukum bersih moga hukum dpt percaya masyarakat
2521,@sugenghalianto6462,2023-09-18T09:28:39Z,Gk ad pemasok gk bakalan anak kampung jd kurir/ pengedar klo gk ad kucuran dari atas,tidak ada pasok tidak anak kampung kurir peedar tidak ada kucur
646,@ashadicahyadincahyadin1005,2023-09-16T15:44:53Z,"Masrakat sangat apreasi kinerja polri ,semoga koruptor juga di Brantas seperti mafia narkoba,bravo polri",masrakat apreasi kerja polri moga koruptor berantas mafia narkoba bravo polri
1294,@acoktube4104,2023-09-13T00:20:37Z,Makanya hukum mati para koruptor coba pak presiden jngn para bandar kan itu ulah anak buah pak presiden sendiri yg pada korupsi,hukum mati koruptor coba presiden jangan bandar ulah anak buah presiden korupsi
195,@rendaarachman,2023-09-15T07:25:21Z,"Polisilah biang semua dari peredaran ,, contoh besarnya teddy minahasa .. mereka paling jago drama didepan masyarakat apa lagi kamera .. dari dulu penangkapan sampai sekarang tidak musnah&quot; biang keladinya mereka",polisi biang edar contoh besar teddy minahasa jago drama depan masyarakat kamera tangkap musnah biang keladi
888,@riswanwan7274,2023-09-19T04:59:52Z,"Narkoba penghancur generasi bangsa. Hukum di Indonesia kalau ada uang bisa di beli jangan takut… koruptor aja hanya beberapa tahun shj yg korup triliunan bisa bebas, mbunuh orang pun bisa di negosiasi hukumannya …. Jaji ada uang bisa lepas punya…",narkoba hancur generasi bangsa hukum indonesia uang beli takut koruptor aja tahun shj korup triliun bebas mbunuh negosiasi hukum jaji uang lepas
1554,@kualakaya331,2023-09-13T00:52:25Z,"Innalillahi darurat narcoba,ya allah lindungilah NKRI dari manusia2 serakah yg merusak regenarasi anak bangsa amin",innalillahi darurat narkoba lindung nkri manusia serakah rusak regenarasi anak bangsa amin
254,@ferryansyah0523,2023-09-19T14:08:32Z,"Memang enak jadi bandar narkoba ,,polisi di indonesia  juga bisa kita jadikan budak narkoba asal duit banyak ..<br> <br>Coba kalian dengar lagu gayus tambunan",bandar narkoba polisi indonesia jadi budak narkoba duit coba dengar lagu gayus tambun
2692,@herulorent4165,2023-09-13T00:41:48Z,"Ternyata gerakan Sambo msh berjalan, jika hukuman sang maestro jadi dirubah.. dari mati menjadi 20 th ada kemungkinan 15 th.. wah hebat demokrasi hukum nkri.. mantab yo .. baju dinas, toga hitam bayang&quot; malaikat pencabut nyawa dan rakyat jelata korban nestapa.",gera sambo jalan hukum sang maestro rubah mati tahun tahun hebat demokrasi hukum nkri mantab baju dinas toga hitam bayang malaikat cabut nyawa rakyat jelata korban nestapa
1051,@Annisaffi,2023-09-13T05:55:02Z,Semoga narkoboynya gak dicomot dikit2 kaya yg udah2 ya pak jujur bener2 dimusnahkan. Khawatir tergiur nominal M dan T😂,moga narkoboy gak comot dikit kaya udah jujur bener musnah khawatir giur nominal
1693,@halachmad881,2023-09-13T05:37:57Z,Waduuuh narkoba lebih  10 T ...bisa merusak puluhan juta generasi muda penerus bangsa ini......hukum penggal aja,waduuuh narkoba rusak puluh juta generasi muda terus bangsa hukum penggal aja
926,@lebahratu2240,2023-09-15T15:22:51Z,Terima kasih untuk para bandar dan cukong yg telah dengan susah payah dengan suka rela mengumpulkan barang bukti untuk disita oleh polri untuk nanti di jadikan aset negara dan di pergunakan untuk kepentingan rakyat. Semoga kalian terus rajin mengumpulkan lagi dalam penjara nanti sebelum dihukum mati.,terima kasih bandar cukong susah payah suka rela kumpul barang bukti sita polri jadi aset negara guna penting rakyat moga rajin kumpul penjara hukum mati
458,@user-di8hu7ld7d,2023-09-16T03:05:44Z,"Pengedar sabu2 ataau pembunuan rencana , gak usah di hukum mati yang tepat hukumanya  kaki dua lututnya di lubangi ama pluru udah di siapi egrang dua suruh pulah udah ,",peedar sabu ataau pembunuan rencana gak hukum mati hukuma kaki lutut lubang ama pluru sudah siap egrang suruh pulah sudah
116,@abiekenzo7657,2023-09-15T22:47:40Z,"coba jika ada pejabat atau oknum yg melakukan korupsi juga di miskin kan dan di sita smua asetnya,krn kan logikanya uang hasil korupsi itu bs jd buat modal usahanya dan bkaljd aset jg..dan dr dampak kerugian jga,sangat merugikan rakyat kecil jga..",coba jabat oknum korupsi miskin sita semua aset karena logika uang hasil korupsi modal usaha bkaljd aset juga dampak rugi juga rugi rakyat juga
2346,@ZakaryasaiminzarkasihZak-nr5wo,2023-09-13T02:09:06Z,"INI TENTULAH ADA OKNUM PENEGAK HUKUM YG MEMBEKINGINYA, JADI SUSAH UNTUK DIBASMI. NAH SEKARANG SUDAH DITANGKAP DAN HEBOH PEMBERITA&#39;ANNYA. YG DIHAWATIRKAN SEKARANG PUTUS DIJALAN DAN SENYAP KASUSNYA. JADI MASYARAKAT HARUS MENGAWAL KASUS INI, JANGAN SAMPAI TERLEWATKAN.",oknum tegak hukum beking susah basmi tangkap heboh berita dihawatirkan putus jalan senyap kasus masyarakat awal lewat
898,@jrctvlivestreaming7828,2023-09-13T12:25:53Z,"Bertahin tahun ngebongkar. Bandar besar, pengedar, barbuk bejibun tiap operasi, berkampanye bertahun tahun anti nakoba..tp kok gk hbs hbs y... boleh gk siih di jelasin detailnya...",bertahin tahun ngebongkar bandar peedar barang bukti bejibun operasi kampanye tahun tahun anti nakoba tapi tidak hbs hbs tidak siih jelasin detail
784,@agussutrisno312,2023-09-20T10:42:10Z,BB narkoba jangan sampai di tukar yng sama dengan sabu mislx garam trimakasih polri sdh mexelamat kan bangsa indonesia damai sehat bebas dr narkoba,narkoba tukar yng sabu mislx garam trimakasih polri sudah mexelamat bangsa indonesia damai sehat bebas narkoba
374,@ImamSubekti-lc5nr,2023-09-14T23:30:24Z,Apresiasi pd POLRI pd kasus  terbesar ini. buat pelaku hukuman berat dan jangan main main lagi.sita smua aset tetap /tdk tetap setahkan ke NEGARA buat mbayar UTANG NEGARA (ingt setiap bayi di 62 ini trbbani 40jt..gerung) Musnahkan BB NARKOBA awasi  jgn ada main main.,apresiasi polri besar laku hukum berat main main sita semua aset tidak setahkan negara mbayar utang negara ingt bayi trbbani gerung musnah narkoba awas jangan main main
2632,@hermannurdin2779,2023-09-12T22:54:56Z,"Kepolisian Republik Indonesia,walau tak luput dari kekurangan nya.Namun banyak sekali hasil perjuangan nya yang menyumbangkan hasil kenegara,salut nya angota²bukkam satu suara.tidak koar² perperson.Mantab",polisi republik indonesia luput kurang hasil juang sumbang hasil negara salut angotabukkam suara koar person mantab
2616,@armankarman3163,2023-09-13T02:23:06Z,Itu rasanya biasa tidaklah merupakan prestasi pantastis karena ini sudah menjadi tugasnya<br>Yang paling menydihkan adalah perampokan oleh investor terhadap hak hidup masyarakat rempang batam yang didukung oleh pejabat dan aparatur negara,prestasi pantastis tugasnyayang menydihkan ampo investor hak hidup masyarakat rempang batam dukung jabat aparatur negara
342,@justmine5889,2023-09-13T10:14:48Z,Oknum2 perusak bangsa satu persatu mulai runtuh kira2 ada oknum aparat gk ni yng terlibat?,oknum usak bangsa satu runtuh kira oknum aparat tidak yng libat
2163,@mrklan1,2023-09-12T23:15:16Z,"otak2 kasus bgni lo gak sanggup tangkep, tp kl pelaku penistaan, pelecehan, cepet bngt.",otak bgni gak sanggup tangkep tapi laku nista leceh cepet sangat
314,@wulanwulan9442,2023-09-17T00:51:42Z,Alhamdulillah. smoga indonesia. .bersih dr narkoba. kami yg jauh lihat ikut senang. trimakasih bpk&quot; kapolres berta stap ny. 👍👍🙏,alhamdulillah smoga indonesia bersih narkoba senang trimakasih bpk kapolres berta stap
1672,@mariamfirdaus8841,2023-09-19T05:15:11Z,"Se begitu banyaknya hampir nomilal T baru ketemu? Pasti ada sesuatu dibelakang yg melindungi dan juga ada yg menjatuhkan, mohon Polri bertindak tegas menuntaskan yg mendekengi bandar Narkoba Internasional yg baru ketemu HEBAT",banyak nomilal ketemu belakang lindung jatuh polri tindak tuntas mendekengi bandar narkoba internasional ketemu hebat
918,@channeloscov8461,2023-09-12T23:39:58Z,"banyak polisi yg kerjasama dgn pengedar bahkan jadi pengedar juga. <br>tapi ada juga polisi yg menangkap pengedar, itulah polisi indonesia, akhlaknya gak jauh beda dgn rakyatnya.",polisi kerjasama dengan peedar peedar polisi tangkap peedar polisi indonesia akhlak gak beda dengan rakyat
1081,@sarainsaz-hc7vo,2023-09-21T12:26:21Z,"Pemerintah tdk pernah serius dlm memberantas narkoba, Seandai nya 0emerintaj itu serius kenapa tes urin tdk menjadi persyaratan dl dlm setiap masuk instansi atau pun sekolah pemerintah  ?????<br>Coba kalo di tangani kyk menangani covid 19 kemarin ku yakin narkoba tdk akan mampu merusak pemuda dan bangsa ini",perintah tidak serius dalam berantas narkoba anda emerintaj serius tes urin tidak syarat dalam instansi sekolah perintah coba tangan kyk tangan covid kemarin narkoba tidak rusak pemuda bangsa
1309,@jamesblntnn,2023-09-13T00:42:32Z,"Bravo pak pol...mendingan uang nya disita dan dialih ke pembangunan infrastruktur di desa desa yg lebih membutuhkan pembangunan ekonomi lebih sejahtera,dari pada dimusnahkan 😢",bravo pol mending uang sita alih bangun infrastruktur desa desa butuh bangun ekonomi sejahtera musnah
263,@hadisyah8493,2023-09-18T17:41:34Z,Ingat tu aparat...uang nya di bayar kan hutang negara..uang sitaan jangan pulak di masuk kin kantong masing2 aparat..bunyi nya aja di sita...padahal aparat sama  gembong narkoba sama aja...,aparat uang bayar hutang negara uang sita pulak kin kantong masing aparat bunyi aja sita aparat gembong narkoba aja
563,@cybercrime8621,2023-09-13T11:20:49Z,Plg juga  kurang dr 5 th udah bebas.<br>Duit byk bs bayar hakim jaksa dn pengacara.<br>Bkn rahasia LG mental pejabat indonesia,plg tahun sudah bebas duit byk bayar hakim jaksa dan acara bkn rahasia lagi mental jabat indonesia
1794,@alasmansaragih4337,2023-09-17T15:26:16Z,"Indonesia..pasar  narkoba  yg paling  AMAN, NYAMAN.<br>CONTOH MALESYA   <br>COBA  SAJA TDK AKAN ADA YG BERANI.  TARUHAN  NYA,  MATI DAN IKUT KELUARGANYA..  JUGA MATI.  MAMPUKAH INDONESIA TERAPKAN  SPT   UU  MALESYA.  .??<br>TDK  AKAN   MAMPU. <br>KRN  HAKIM., JAKSA,  JUGA  NARKOBAON...",indonesia pasar narkoba aman nyaman contoh malesya coba tidak berani taruh mati keluarga mati indonesia terap spt malesya tidak karena hakim jaksa narkobaon
1392,@MatJais-ro3em,2023-09-16T22:28:54Z,Basmi terus pak polisi jg biarkan mereka yg menghancur generasi bsngsa ini brapo polisi harga mati,basmi polisi juga biar hancur generasi bsngsa brapo polisi harga mati
2514,@muhajirse2253,2023-09-12T22:50:22Z,"maaf klw hukum masi seperti yg lalu&quot;&quot; sda pasti mereka atw bndar&quot;&quot;, pengedar and pengguna masi maw berbuat berikn hukuman yg bisa memutuskn mata rantai peredarn narkoba yani hukuman MAAATIII gk terkecuali baik bandar, pengedar maupun pengguna knp demikian sama halnya ada pasar sda pasti ada penjual and pembeli mhon beri hukumn MAATIII",maaf klw hukum mas sda bndar peedar and guna mas maw buat berikn hukum memutuskn rantai peredarn narkoba yani hukum maaatiii tidak kecuali bandar peedar guna kenapa hal pasar sda jual and beli mhon hukumn maatiii
2577,@darunapis7912,2023-09-15T16:42:18Z,Kok indonesia kayak kota mafia bisnis narkoba.. Pada kemana polisi yang ngaku sebagai pengayom masyarakat..?,indonesia kayak kota mafia bisnis narkoba mana polisi ngaku ayom masyarakat
2186,@dodonmaridah-ff6cj,2023-09-13T03:00:33Z,"Ya tangkep tapi jelas hukuman jangan kaya si sambo udah ngebunuh ngk jelsa hukuman nya dasr rezim palsu mementing duit k&#39;untungan pribadi, hukum nya mandul...",tangkep hukum kaya sambo sudah ngebunuh jelsa hukum dasr rezim palsu penting duit untung pribadi hukum mandul
901,@emybany,2023-09-20T03:39:50Z,"Kami sebagai Rakyat Indonesia , berharap semoga penegak hukum bisa tegas memberikan HUKUMAN yang berat buat mereka yang telah MERUSAK GENERASI bangsa, siapapun itu yang sudah terlibat harus di beri HUKUMAN yang SETIMPAL &amp; tidak pandang bulu meskipun Dia aparatur /pejabat negarA.",rakyat indonesia harap moga tegak hukum hukum berat rusak generasi bangsa libat hukum timpal pandang bulu aparatur jabat negara
1297,@user-od6hu5tf7l,2023-09-13T03:40:06Z,"ku doa kan semoga yang memakai narkob di mati rasa kan rasa narkob agar penjual narkob tidak laku dan gulung tikar,aminn",doa moga pakai narkob mati narkob jual narkob gulung tikar aminn
2499,@user-vb3wx1fz6b,2023-09-18T05:24:18Z,Waw.   Saya mohon jgn beri ruang orang 2 narcoba........jadi apa negara ini .....klau dipimpin orang 2 jaringan Narkoba..........hukum mati aja.......,waw jangan ruang narkoba negara pimpin jaring narkoba hukum mati aja
1846,@uniteqadibnajla4170,2023-09-17T16:34:35Z,"👍hebat polri Indonesia.. biasanya,..&quot;jerung2&quot;ni kebal hukum/undang2.. tabik Spring utkk smua yg terlibat..😁",hebat polri indonesia jerung kebal hukum undang tabik spring utkk semua libat
2033,@ahmautobody2606,2023-09-17T09:51:24Z,"Kalo bisa berantas habis pak,Jagan kayak di sul&#39;sel pengedar ditangkap minyak uang pula baru dilepas polisi kok gendeng",berantas habis jagan kayak sul sel peedar tangkap minyak uang lepas polisi gendeng
2319,@hodygosal2388,2023-09-13T00:21:37Z,kalo saya jadi polisi... kl yg dagang narkoba dikit2 saya penjarakan.. kl yg dagang jumlah besar.. saya lepaskan.. tp habiskan dulu itu semua narkoba yg kedapatan<br>. suruh telan semua.. baru lepaskan saja..,polisi dagang narkoba dikit penjara dagang lepas tapi habis narkoba dapat suruh telan lepas
1789,@riksonsimanjuntak6670,2023-09-13T10:16:43Z,Sorry no respect....! sdh terlalu rusak negeri ini akibat narkoba.<br>Yang di butuhkan Indonesia tindakan ala &quot;Duterte presidente filipina&quot; sanggupkah...? pesimis yesss...?,sorry respect sudah rusak negeri akibat narkoba butuh indonesia tindak ala duterte presidente filipina sanggup pesimis yesss
131,@anderemaulana2407,2023-09-13T16:27:04Z,"Udah gx heran oknum aparat yg membekingi narkoba , judi dll.<br><br> Udh mnjadi rahasia umum pra oknum aparat yg bermain dg pra mafia",sudah heran oknum aparat beking narkoba judi sudah jadi rahasia umum pra oknum aparat main dengan pra mafia
2490,@Reskylia503,2023-09-18T07:45:59Z,"Alhamdulillah ya ALLAH,salam sehat para Pejabat ,Bpk2 P0LISI yang terkait ,buru terus Orang2 yang meruksak masa depan,Bangsa dan Negara,selamat Pak Kompak Selalu.",alhamdulillah sehat jabat bpk kait buru orang meruksak bangsa negara selamat kompak
585,@dwiaguskurniawan2767,2023-09-16T05:38:13Z,Klau mau buka buka an pasti bnyk polisi korup yg terlibat😂😂😂😂😂😂😂😂😂😂😂😂😂.<br>Selama hukuman mati mlempem..n hukum msh bisa di nego...ya sampai kiamat Indonesia bakal JD sarang mafia bandar narkoba.,buka buka banyak polisi korup libat hukum mati lemah hukum tawar kiamat indonesia sarang mafia bandar narkoba
1879,@setyobudiarbiyanto8433,2023-09-17T13:44:13Z,Barang buktinya nanti tinggal sampel saja ya sisanya entah kemana😂😂😂<br>Sekalian donk bongkar dan tangkap koruptor Harun masiku🎉🎉,barang bukti tinggal sampel sisa mana bongkar tangkap koruptor harun mas
1734,@kasminsh5473,2023-09-17T20:35:05Z,"Oknom di dlm pemerintah yg dideteksi kecanduan narkoba termasuk teribat jgn di ampuni habisi total, krn penyelundupan msh muncul krn dlm negeri msh ada oknom2 yg kerjasama tdk mungkin dari luar ingin msk kalau di dlm tdk ada yg menampungnya, inteljen sgr grk cepat data oknom dlm negeri yg main narkoba tangkap habisi.smg alloh memudahkan amiin",oknom dalam perintah deteksi candu narkoba ribat jangan ampun habis total karena selundup muncul karena dalam negeri oknom kerjasama tidak msk dalam tidak tampung inteljen sgr grk cepat data oknom dalam negeri main narkoba tangkap habis smg alloh mudah amiin
1104,@irwanwan6217,2023-09-17T06:56:46Z,"Menguntungkan bagi Polisi. <br>1.Barang bukti bsa dipakai or jual lagi ama Polisi<br>2.yg ketangkap jga ada setoran buat polisi (ntah itu setoran utk bebas,dll) <br><br>Ada yg mau ditambahkan lgi ......... silahkan netizen.",untung polisi barang bukti bisa pakai jual ama polisi tangkap juga setor polisi ntah setor untuk bebas lagi silah netizen
1844,@andimayori6230,2023-09-15T06:47:25Z,"Jangan sampai lepas ini tersangka, sangat berbahaya, salut utk kepolisian ke tiga negara dpt mengungkap sindikat narkotika Internasional..",lepas sangka bahaya salut untuk polisi negara dpt ungkap sindikat narkotika internasional
1853,@debbysusandri2959,2023-09-12T23:48:24Z,Apreasi utk Bareskrim  Polri Dan polres barito utara... Jgn sampai Di tingkat pengadilan.. Jadi gugur..!,apreasi untuk bareskrim polri polres barito utara jangan tingkat adil gugur
1997,@rendraprakosa4686,2023-09-13T02:35:23Z,"Narkoba sdh merupakan profesi dan ladang duit yg menguntungkan dgn cara yg mudah, meskipun resikonya besar, klo lagi sial ....<br><br>Krn permintaan pasar selalu ada dan bisa dibentuk ....",narkoba sudah profesi ladang duit untung dengan mudah resiko sial karena minta pasar bentuk
793,@saihosusanto3061,2023-09-19T13:10:16Z,HUKUM MATI DACH.. BIAR CEPET HABIS TUH POPULASI ORG JAHAT. DI NEGRI INI TERMASUK PEJABAT KORUP DAN PEMIMPIN  YG DZOLIM.,hukum mati dach biar cepet habis populasi orang jahat negri jabat korup pimpin dzolim
1416,@musaatmusaat3078,2023-09-13T05:28:25Z,Pelakunya di hukum mati berserta polisi yang ikut terlibat harus di hukum mati boss jangan cuma rakyat belaka yang di hukum mati boss,laku hukum mati serta polisi libat hukum mati boss rakyat belaka hukum mati boss
2035,@fatinaqila2489,2023-09-18T02:28:06Z,Pecumahditangkapin.kalougaditembakmat.harusseluruindonesia.orangyangmerusak.Anak.bangsamasadepan.wajifibunuhsemua.dikeamana.Negara.indonesia.tembamatilangsungbersih.jangandidipenjara.lebihbaiksegeraditembakmatisaja.parapenjahat.janganpandangbulu.,pecumahditangkapin kalougaditembakmat harusseluruindonesia orangyangmerusak anak bangsamasadepan wajifibunuhsemua dikeamana negara indonesia tembamatilangsungbersih jangandidipenjara lebihbaiksegeraditembakmatisaja parapenjahat janganpandangbulu
2038,@heriamprulloh4280,2023-09-13T14:42:20Z,"Pastilah ada campur tangan oknum di belakangnya,kalo gak ada bekingan petinggi di belakangnya gak masuk akal.mana bisa barang segitu banyak jg uang dg jumlah besar berputar keluar masuk lur negri-indonesia jg seluruh kota&quot; di indonesia bisa terbang dengan aman jg dengan bebasnya...Semoga terungkap semua manusia&quot; yg ada di belakang mereka,jg mudah&quot;an penegak hukum berani menindak bekingan di belakang mereka.kalo bekingan cm sopir becak/sopir taxi gak mungkinlah......",campur tangan oknum belakang gak beking petinggi belakang gak akal barang segitu juga uang dengan putar lur negri indonesia juga kota indonesia terbang aman juga bebas moga ungkap manusia juga mudah tegak hukum berani tindak beking beking sopir becak sopir taxi gak mungkin
2532,@haeruddinhs9967,2023-09-19T12:58:59Z,Inilah upaya komunis untuk merusak moral anak bangsa agar bisa menguasai kekayaan alam Indonesia dan yakinlah bahwa yg terjaring itu haxa sebahagian kecil,upaya komunis rusak moral anak bangsa kuasa kaya alam indonesia yakin jaring haxa sebahagian
2547,@melliadestriyani704,2023-09-13T05:55:06Z,"Pelaku nya siapa ? Apakah dalang atau otak nya udh tertangkap ? <br>Ayo buka identitas si pelaku,biar rakyat tau pelaku ini kurir nya apa otak nya",laku dalang otak sudah tangkap ayo buka identitas laku biar rakyat tau laku kurir otak
2637,@ramadhanramadhan904,2023-09-16T04:50:41Z,"Yg tramadol aja pengendali dan pengaman nya si topi biru nganuuu ..apalagi yg ini minimal puyer bintang 7😊😊😊.sudahlah ..terserah pemakai dan penguna nya kalau tidak mati,ya gila/stres,kalau kira&quot; bermanfaat buat tubuh pakai bila tak ada manfaat jauhi...gitu aja repot..😊😊",tramadol aja kendali kam topi biru nganuuu minimal puyer bintang serah pakai penguna mati gila stres manfaat tubuh pakai manfaat jauh gitu aja repot
