nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
1267,@Midomido-fe7jq,2023-09-16T22:49:42Z,"ga lama yg kaya gini nanti juga kekubur berita kaya gini di ganti ama berita porno kocak 😂 , atau ini cuma pengalihan dari berita rempang ya biar lancar bongkar rumah warga nya",tidak kaya gin kubur berita kaya gin ganti ama berita porno kocak alih berita rempang biar lancar bongkar rumah warga
2211,@ciongchoirijah7703,2023-09-13T05:35:07Z,"MashaAllah Alhamdulillah, Bravo polisi NKRI, jasamu memberantas peredaran para bandar narkoba,  dan telah menyelamatkan jutaan generasi muda, insyaallah dibalas dengan pahala berlimpah limpah, selalu dilindungi oleh Allah SWT dalam bertugas... <br>Terimakasih Bpk Kapolri beserta jajaran yg menjaga generasi muda dari jeratan narkoba.. <br>Segera musnahkan narkoba yg telah ditemukan",mashaallah alhamdulillah bravo polisi nkri jasa berantas edar bandar narkoba selamat juta generasi muda insyaallah balas pahala limpah limpah lindung swt tugas terimakasih bpk kapolri serta jajar jaga generasi muda jerat narkoba musnah narkoba temu
873,@hadisoje826,2023-09-19T12:44:11Z,Dari dulu Pelaku narkoba di tangkap tapi Barangnya di Amankan di simpan oknum polisi. Coba kalau ada barang bukti yang akan di musnakan di siarkan Langsung biar rakyat bisa lihat sekalian jadi saksi.,laku narkoba tangkap barang aman simpan oknum polisi coba barang bukti musnakan siar biar rakyat saksi
1192,@Obetsamidi-dk4wi,2023-09-13T01:14:13Z,"Kriminal besar jaringan luas<br>Remember pablo escobar .<br>Narkoba , Miras, Perjudian, Seks <br>Banyak pejabat pemerintahan dan aparat yang terlibat dalam menjalankan bisnisnya . Semoga aparat dan pejabat bisa lebih jujur lagi dalam bekerja. Untuk membersihkan ini.",kriminal jaring luasremember pablo escobar narkoba miras judi seks jabat perintah aparat libat jalan bisnis moga aparat jabat jujur bersih
421,@keleketubabara6322,2023-09-19T01:15:33Z,Knp bodoh skali org&quot; ini ya ???<br>Barang yg ga boleh di kerjakan knp di kerjakan ?? Knp ga bisa jadi org miskin ...?? Dari pada siksa jadi boronan dan di penjara mendingan hidup bebas dgn keadaan miskin 👍👍👍,kenapa bodoh skali orang barang tidak kerja kenapa kerja kenapa tidak orang miskin siksa boron penjara mending hidup bebas dengan miskin
1119,@ronnyandres9294,2023-09-19T05:11:47Z,"Discotique, lounge dan ktv masih beredar narkoba , kenapa masih dibiarkan bahkan polisi tutup mata ... Tumpas habis narkoba di manapun dan apapun bentuknya serta siapapun pelakunya !! N",discotique lounge ktv edar narkoba biar polisi tutup tumpas habis narkoba mana apa bentuk laku
934,@mawarmerahmawarmerah6631,2023-09-18T05:48:57Z,"Hukum mati semua para pelaku pengedar narkoba ( jaringan narkoba) karena telah merusak generasi muda penerus bangsa,gegara barang haram ini....<br>Mereka hanya ingin mendapatkan uang dengan secara instan, tidak memikirkan dampaknya terhadap orang yg memakainya....<br>Sekarang ini tidak hanya di Indonesia jaringan ini beraksi,disemua negara pun sama...",hukum mati laku peedar narkoba jaring narkoba rusak generasi muda terus bangsa gegara barang haram uang instan pikir dampak maka indonesia jaring aksi semua negara
122,@pendekar9246,2023-09-13T12:20:32Z,Polisi udah berusaha keras menangkap bandar narkoba eeehhh mpe di pengadilan dapat hukuman seperti maling sandal,polisi sudah usaha keras tangkap bandar narkoba eeehhh mpe adil hukum maling sandal
816,@srihariyanik1178,2023-09-15T10:22:29Z,MANTAP POLRI  SEJATI KITA MISKINKAN DAN DISITA ASSET OKNUM BANDAR2 NARKOBA SEKALIAN OKNUM BACKINGNYA GBU🤝👍👍👍👍😍😍😗😗💖💖💪💪🇮🇩🌏,mantap polri sejati miskin sita asset oknum bandar narkoba oknum backing gbu
2165,@ramsesramses5436,2023-09-13T02:27:36Z,Mudah&quot; an apa yg keluar dari kata&quot; aparat ini di lakukan dgn jujur jgn sampai di simpan separohnya malah bermain di belakang malah jendralnya yg bermain dgn anggotanya,mudah aparat laku dengan jujur jangan simpan separoh main jendral main dengan anggota
785,@rojalihanim8525,2023-09-17T13:10:14Z,"KITA LIHAT NANTI KASUS INI APAKAH AKAN BERAHIR SEPERTI  PREDY- BUDIMAN  NGGAK......   KALAU MAU ADIL SIH HARUS SAMA DG PREDY BUDIMAN  , YAKNI HUKUMAN MATI .......  TERUS APA KABAR JENDRAL TEDDY MINAHASA.......    ??????<br>MAU TEGAS JANGAN TANGGUNG TANGGUNG AH........  !!!!!!    INI JUGA AKAN MENIMBULKAN KECEMBURUAN KEADILAN  , BAGI KELUARGA  PELALU PELAKU NARKOBA SEBELUM NYA.......YG SUDAH DI EKSEKUSI......!!!!",berahir predy budiman nggak adil dengan predy budiman hukum mati kabar jendral teddy minahasa tanggung tanggung timbul cemburu adil keluarga lalu laku narkoba eksekusi
2235,@JoyaAlmahira,2023-09-15T21:47:44Z,Ya semoga saja ada juga tuh di Jambi SE orang bandar narkoba juga itu semoga saja bisa di tangkap polisi itu jeblos kan penjara biar kapok ngeri ya Allah semakin hari semakin gak karuan udah pembunuhan semakin meraja Lela darurat narkoba kelas kakap hrus nya aparat di Indonesia itu tegas donk seperti Korea Utara warga nya melawan tembak mati. Aman eh di Indonesia manusia nya pada sadis main bunuh ya hukum di Indonesia sangat murah gak pada jera pelaku. Coba hukum di Korut dorr dor selesai klo gk buang2in ke laut biar pada mati ntuh orang orang seperti itu ini penjara brp bulan di tebus jutaan eh keluar hah contohnya si Sambo Ampe sekarang pun dia berkeliaran bebas cm gk kelihatan saja gue gak percaya hukum di Indonesia apa LG SE orang Sambo gitu pada tunduk 😅😅ketawa saja liat nya,moga jambi bandar narkoba moga tangkap polisi jeblos penjara biar kapok ngeri gak karuan sudah bunuh raja lela darurat narkoba kelas kakap hrus aparat indonesia korea utara warga lawan tembak mati aman indonesia manusia sadis main bunuh hukum indonesia murah gak jera laku coba hukum korut dorr dor selesai tidak laut biar mati ntuh penjara brp tebus juta hah contoh sambo ampe liar bebas tidak saya gak percaya hukum indonesia lagi sambo gitu tunduk ketawa liat
685,@veronikalumbangaol7646,2023-09-13T01:18:26Z,Sngan cuman narkoba donk pak polisi musnakan juga judi online yg bikin resah dalam berrumah tangga pak polisi,sngan cuman narkoba polisi musnakan judi online bikin resah rumah tangga polisi
330,@trimantotrimanto5331,2023-09-20T01:11:56Z,Hukum mati aja ama korop tor sama di mesken kan indonesia terlalu ringan hukum indonesia,hukum mati aja ama korop tor mesken indonesia ringan hukum indonesia
1485,@misriah-of1sr,2023-09-18T08:09:41Z,"Klo tugas polisi yg berhubungan dgn narkoba di tingkat bawa gak mbeling / sering minta tebusan uang utk tangkapannya , tentu kasus2 besar spti ini akan banyak terungkap , mau terungkap gimana wong tangkapannya di lepas setelah di tukar dgn sejumlah uang....<br>Polisi2 spti ini perusak citra POLRI",tugas polisi hubung dengan narkoba tingkat bawa gak mbeling tebus uang untuk tangkap kasus spti ungkap ungkap gimana tangkap lepas tukar dengan uang polisi spti usak citra polri
415,@nickoadityautama7562,2023-09-17T06:46:42Z,"Hati² BB dan uang banyak begitu.<br>Bisa jadi oknum nanti menyalahgunakan BB dan uangnya ditilap, kita berusaha positif thinking dengan barang sitaan tapi oknum tidak bisa kita dipercaya",hati uang oknum menyalahgunakan uang tilap usaha positif thinking barang sita oknum percaya
1470,@anasasror2878,2023-09-17T08:02:58Z,"Bravo jendral.  Jangan lupa juga kartel2 pinjol,judi online,investasi bodong,berantas semua karena meresahkan rakyat",bravo jendral lupa kartel pinjol judi online investasi bodong berantas resah rakyat
293,@saharudinhjawang9833,2023-09-18T09:19:32Z,Musuh nombor satu.. korupsi dan narkoba.hancur nya negara kerana korupsi musnah nya anak bangsa kerana narkoba..,musuh nomor korupsi narkoba hancur negara karena korupsi musnah anak bangsa karena narkoba
1551,@tanahborneo3205,2023-09-13T15:20:11Z,"selama gmbongnya blom ketangkap jaringan yg sudah di uangkap masih bisa di bangun kembali...bravo Kapolri dan jajaranya,cmn jgn berbesar hati dlu,PR terbesarnya bukan jaringanya di ungkap tapi otak dari semua ini harus di tangkap...kerena klo bossnya masih bebas bukan tidak mungkin jaringan baru lagi pasti tumbuh lg......",gmbong blom tangkap jaring uangkap bangun bravo kapolri jajara jangan besar hati dlu besar jaringa otak tangkap rena boss bebas jaring tumbuh lagi
1394,@artgottic7717,2023-09-15T12:02:11Z,Ujujung2 publik Sudan tak mengikuti hal hukum tejadilah kolaborasi kerjasama Maksiat NKRI ini?<br>Makanya para pejabat rata2 hidupnya Hedon  tak peduli rusaknya Generasi NKRI <b>*</b>,ujujung publik sudan ikut hukum tejadilah kolaborasi kerjasama maksiat nkri jabat rata hidup hedon peduli rusak generasi nkri
832,@yokeagustiranda8826,2023-09-15T20:01:02Z,Gue ngerasa ada hubungan nya sama irjen teddy minahasa logis gak sih.. Dengan teddy udh di tahan jadi gak mulus buat bandar yang lain,saya rasa hubung irjen teddy minahasa logis gak teddy sudah tahan gak mulus bandar
71,@alibastomi4594,2023-09-16T08:55:03Z,"Bagus hiduplah Penegak hukum,,,ini baru namanya aparat, bukanya miting satu satu rakyat yang mempertahankan haknya,,,,",bagus hidup tegak hukum nama aparat buka miting rakyat tahan hak
1052,@almanaal5988,2023-09-13T07:03:34Z,"Kalau ini saya setuju mantap polisi, cuma soal penangkapan tindak tegas kepada masyarakat demo demi hak milik khusus masyarakat Rempang Indonesia menjerit",tuju mantap polisi tangkap tindak masyarakat demo hak milik masyarakat rempang indonesia jerit
1043,@ellachannel2226,2023-09-12T23:31:34Z,Rusak generasi muda Indonesia anak2 muda pd nyabu semua huhuuu😭tembak mati aja tu org2 yg memikirkan kantongnya sendiri,rusak generasi muda indonesia anak muda nyabu huhuuu tembak mati aja org pikir kantong
405,@agusdarmawan7576,2023-10-08T06:26:53Z,"&quot;PASTI ADA DEKINGANNYA &quot; PERTANYAANNYA &quot; KLU TDK ADA DEKINGANNYA KNP BARANG HARAM ITU BISA MASUK KE NKRI&quot; SEANDAINYA DIJAGA KETAT DI JLN TIKUS DI DAERAH DAERAH MANAPUN SEPERTI SARAWAK  TENTU BARANG HARAM ITU TDK BISA MASUK KE NKRI,&quot; DAN HARUS JAGA DIPERKETAT DI BEACUKAI DAN CARGO CARGO..",deking kalau tidak deking kenapa barang haram nkri anda jaga ketat jln tikus daerah daerah mana sarawak barang haram tidak nkri jaga ketat beacukai cargo cargo
2298,@horassihombing7675,2023-09-13T01:03:34Z,❤❤mantap pak polisi narcoba perusak bangsa Indonesia consume nnya bukan produsernya  tentu merusak negara kita  menguntungkan negara yang menjualnya,mantap polisi narkoba usak bangsa indonesia consume produser rusak negara untung negara jual
510,@yunuszakaria9780,2023-09-13T11:09:54Z,"Aduh kasihan nya buat rakyat miskin yg menderita,andai kan uang sebanyak itu di sumbang kan buat rakyat miskin bangga saya, salut buat polri prestasi nya.",aduh kasihan rakyat miskin derita andai uang sumbang rakyat miskin bangga salut polri prestasi
1908,@nanosutresno5031,2023-09-18T06:43:21Z,"Bandar dan pengedar narkoba sebaiknya dihukum mati saja, perang secara sistematis, tidak usah menggunakan mesin perang canggih. Sadar apa tidak ya?",bandar peedar narkoba hukum mati perang sistematis mesin perang canggih sadar
2569,@mixmixture7049,2023-10-12T00:00:23Z,"Ga kebayang psikologi orng2 yg baju Oren itu saat konfrensi pers. Malu, takut, bete bercampur jdi satu😂. Amit2 Amit2",tidak bayang psikologi orng baju oren konfrensi pers malu takut bete campur jadi amit amit
149,@melkidadi2302,2023-09-13T03:03:29Z,"Kasus puluhan milyard saja menguap apa lagi sampai 10 T.<br>Klo awal begini hukum masih tampak garang.,dalam perjalanan entah kena hujan, panas, dan angin malam bisa masuk angin lalu meriang.<br>Kasuspun dipidana bebas bersyarat, menjelang hari proklamasi mendpt remisi bebas.😂😂😂",puluh milyard uap hukum garang jalan hujan panas angin malam angin meriang kasus pidana bebas syarat jelang proklamasi mendpt remisi bebas
6,@hendriis3254,2023-09-16T07:24:35Z,Janggal. Omzet 10t yg disità ga sampe 100m.... uang tunai nya dmana? Aneh aneh sungguh aneh sekali... sangat aneh kalau melibat tppu.,janggal omzet sit tidak sampai uang tunai dmana aneh aneh sungguh aneh aneh libat tppu
2664,@mannixmaxell5580,2023-09-13T15:31:50Z,"Pasti ada otak ahli strateginya n bukan FP dia hnya pengendali atau pembuka jalur, Polri harus mencari oknum ahli strateginya n dibungkam total agar next itu ahli g bsa bermain jk sdh dilapas, seperti yg sdh2 mrk dilapas msh bsa bermain",otak ahli strategi kendali buka jalur polri cari oknum ahli strategi bungkam total next ahli bisa main sudah dilapas sdh mrk dilapas bisa main
1809,@mtohir4717,2023-09-17T15:02:45Z,Pelaku narkoba samp 10 triyon ga di hukum mati..pemerintah diam aja ..bahaya. ..ga ada slesainya klo ga di hukum mati.,laku narkoba samp triyon tidak hukum mati perintah diam aja bahaya tidak slesai tidak hukum mati
1704,@razersupreme376,2023-09-16T03:07:46Z,Capeklah liat drama polisi konoha...waktu narkoba cuan..dibekingin sendiri..begitu jatah preman kurang..dibongkar ditangkep sendiri..trus pres konference sendiri biar dianggep kerja..sebenernya mau lu apa gitu..tirulah polisi indonesia..jujur santun merakyat dan mengayomi rakyatnya..the best lah polisi indo,capek liat drama polisi konoha waktu narkoba cuan dibekingin jatah preman bongkar ditangkep terus pres konference biar dianggep sebener gitu tiru polisi indonesia jujur santun rakyat ayom rakyat the best polisi indo
2475,@messineimar9053,2023-09-13T04:59:50Z,Habiskan bandar narkoba di Indonesia sangat gampang....yg penting komitmen dan serius berantas dan bukan pura pura berantas..,habis bandar narkoba indonesia gampang komitmen serius berantas pura pura berantas
2051,@user-jq6du3bb7b,2023-09-15T17:32:19Z,Kabeskrim mabes polri menangkap cukong2 narkoba kelas kakap dan menyita narkoba dan menyita aset2 nya total semua 10 triliun cek cek banyak ya duitnya..ini baru diKalimantan selatan belom lagi daerah2 lain.. Pasti Cukong2 Cina sudah mengirim ber ton ton Narkoba di NKRI ini  pasti tujuannya duit dan lahan2 strategis yg mau mereka kuasai.. Seperti dulu negara Inggris dan Prancis mengirim berton ton candu2 buat melemahkan Rakyat tiongkok.. Sekarang ilmunya dipakai buat menguasai lahan strategis diNKRI ini. .. Waspada dan waspada..,kabeskrim mabes polri tangkap cukong narkoba kelas kakap sita narkoba sita aset total triliun cek cek duit dikalimantan selatan bom daerah cukong cina kirim ber ton ton narkoba nkri tuju duit lahan strategis kuasa negara inggris prancis kirim ton ton candu lemah rakyat tiongkok ilmu pakai kuasa lahan strategis dinkri waspada waspada
2661,@user-dw5cf5og6h,2023-09-13T01:20:55Z,Kenapa yang di usut hanya jaringan narkoba yang dari sipil jaringan Sambo mana?....jaringan koruptor mana ?.....termasuk jaringan pemohon SIM mana ?.....,usut jaring narkoba sipil jaring sambo jaring koruptor jaring mohon sim
104,@idauswatunhasanah4170,2023-09-13T00:29:41Z,Sudah saatnya dihukum mati...niatnya sdh merusak bangsa Indonesia yg dibangun dgn susah payah.....,hukum mati niat sudah rusak bangsa indonesia bangun dengan susah payah
274,@andersonwicahyo7358,2023-09-13T03:04:55Z,"yg perlu di ungkap backing yg terima uaang setoran itu, mereka yg di tangkap cuma wayang aja ayooooo tangkap dooong yg penerima uang setoran baru jempolaannnn",backing terima uaang setor tangkap wayang aja ayooooo tangkap dooong terima uang setor jempolaannnn
508,@lensakeadilan3103,2023-09-13T00:42:50Z,"Masalah narkoba tidak bisa di tuntaskan kerana tidak ada perlawanan yang utuh dan padu. Mengapa demikian?<br><br>Kerana bisnes narkoba gede banget, bisa menggiurkan sesiapa saje yang mendambakan kekayaan dunia<br><br>Apalagi dengan sistem negara ada pemimpin negara yang terlibat. Ahli politik butuh dana besar buat kampanye. Kalau hanya mengharapkan penjual bakso, mungkin ga seberapa. <br><br>Maka ketika ahli politik tersebut  sukses di kampanye dan menjadi pemimpin negara, mereka akan menggunakan aparatus negara dan polisi melindung atau paling tidak, menutup mata dengan aktivitas negara. Makanya pernah ada isu bisnes narkoba dalam penjara<br><br>Kasus seperti ini bukab hanya di Indonesia malah hampir di seluruh negara di dunia<br><br>Bukan hanya bisnes narkoba, bisnes perjudian pun demikian juga sehingga ada aparatus negara seperti polisi bukan hanya  membiarkan, malah melindungi  bisnes perjudian untuk mendapat upeti dari bandar judi dan narkoba<br><br>Pencegahan penggunaan narkoba tidak begitu sulit di kurangi malah di hapus. Iyanya harus bermula dari rumah dan  sekolah. Setelah itu, RT, RW Camat dan seterusnya bisa memainkan peranan memantau warga mereka dan melaporkan jika ada yang menggunakan narkoba",narkoba tuntas karena lawan utuh padu karena bisnes narkoba gede banget giur siapa saje damba kaya duniaapalagi sistem negara pimpin negara libat ahli politik butuh dana kampanye harap jual bakso tidak ahli politik sukses kampanye pimpin negara aparatus negara polisi lindung tutup aktivitas negara isu bisnes narkoba penjarakasus bukab indonesia negara duniabukan bisnes narkoba bisnes judi aparatus negara polisi biar lindung bisnes judi upeti bandar judi narkobapencegahan guna narkoba sulit kurang hapus iya rumah sekolah camat main peran pantau warga lapor narkoba
1890,@cahtegalngapak2064,2023-09-13T02:06:57Z,"Semoga segera terungkap semua sampai ke akar akarnya,,, seperti china dong ketegasanya, jangan di sogok duit terus diam permasalahan hilang, korupsi juga harus di tindak tegas dong.",moga ungkap akar akar china ketegasa sogok duit diam masalah hilang korupsi tindak
1010,@ahkomnahl855,2023-09-13T01:40:55Z,"Jika sy punya wewenang, ditanya apa yg akan sy lakukan dilakukan?<br>Kumpulkam barang bukti disamping semua pelaku, langsung bakar semua. Dan habisi semua pelakunya di tempat saat itu juga. Tanpa sisa!",saya wewenang saya laku kumpulkam barang bukti samping laku bakar habis laku sisa
408,@suwanto785,2023-09-17T11:32:16Z,bagi siapa yg mau merusak generasi muda indonesia.kususnya narkoba.yg benar2ketangkap.hukumnya mati.tindak tegas dor di tempat.biar jera bahi yg ngedar narkoba.,rusak generasi muda indonesia khusus narkoba hukum mati tindak dor biar jera bagi edar narkoba
802,@hariuntung5942,2023-09-19T15:46:49Z,Perusak bangsa dan generasi muda wajib dihukum mati.karna narkoba suda masuk desa.bukan ABRI masuk desa seperti jaman suharto.tapi mnakroba masuk desa pengedar wajib di hukum mati.kalau di miskinkan saja pasti tetap jalan,usak bangsa generasi muda wajib hukum mati karena narkoba suda desa abri desa jaman suharto mnakroba desa peedar wajib hukum mati miskin jalan
1182,@kasminsh5473,2023-09-17T20:43:43Z,"Dan sisa2 jns perjudian awam dan elektronik dgn onlaene brantas tuntas, lbh2 yg teroganisir oknom habisi semua, pendekeng di belakangnya habisi sj, jgn takut kalau indonesia ingi jadi negara adidaya dunia.smg alloh memudahkan amiin",sisa jns judi awam elektronik dengan onlaene berantas tuntas lbh teroganisir oknom habis pendekeng belakang habis saja jangan takut indonesia ingi negara adidaya dunia smg alloh mudah amiin
1226,@sitayopisitayopi4932,2023-09-16T04:30:45Z,"NARKOBA, perusak generasi bangsa. Hukum harus tegas pada pelaku maupun oknum berpangkat yg melindungi/ becking.<br>NARKOBA, KORUPTOR sama sama perusak, merugikan negara..",narkoba usak generasi bangsa hukum laku oknum pangkat lindung becking narkoba koruptor usak rugi negara
83,@susisumarni2248,2023-09-13T00:51:09Z,"Sita sampai habis harta Dan asetnya supaya tiada MODAL LAGI, dan hukum mati langsung semuanya biar beri efek jera kpd PELAKU/PENGEDAR LAINNYA.. kalau masih hukuman seumur hidup kemudian sbb Kelakuan baik trs Di beri REMISI tdk akan habis JERA PENGEDAR SABU DINEGERI KITA..",sita habis harta aset tiada modal hukum mati biar efek jera kpd laku peedar hukum umur hidup sbb laku terus remisi tidak habis jera peedar sabu negeri
1273,@tokosby4176,2023-09-20T07:39:50Z,"Dari dulu yang di tangkap pedagangnya doang,, pok yo yang di tangkap itu juraganbya,, padahal yang dagang itu cuma cari makan, kadang mereka juga terpaksa,, lain cerita klu gembongnya,,",tangkap dagang doang pok tangkap juraganbya dagang cari makan kadang paksa cerita kalau gembong
1619,@ipamxxx8531,2023-09-17T05:15:39Z,Trus BNN kerjanya apa? Nangkapi pengedar kelas cacing?? Trus barang bukti mutar lagi...?? 😂😂😂,terus bnn kerja nangkapi peedar kelas cacing terus barang bukti mutar
645,@suradibinsukemi8402,2023-09-16T09:49:32Z,Seharusnya.bndr.narkoba.ygkna.tgkspdanjelas.yatembakdsja.tspi.byk.cocot.saja.unfangtkjala.spagkjadi.ribut,bndr narkoba ygkna tgkspdanjelas yatembakdsja tspi byk cocot unfangtkjala spagkjadi ribut
2143,@JarKasih-cf3fu,2023-09-15T04:32:40Z,Kadang bikin bingung juga knp jaringan narkoba bgt besas dan pastinya perlu proses lama untuk mereka para melaku..u tuk menjadi besar.hingga tak ter endus kepolisin/aparat hukum..ada kemungkin ada sebabagian oknum oknum yg tau tapi menutup mata alias dapat jatah..suatu peluang besar omset nya..di sita wat negara...dan pastinya di amankan yg sangat aman..wk wk wk..,kadang bikin bingung kenapa jaring narkoba sangat besar pasti proses laku ter endus polisi aparat hukum mungkin bagi oknum oknum tau tutup alias jatah peluang omset sita wat negara pasti aman aman
1381,@efendyh7774,2023-09-13T02:11:41Z,"Selagi mafia masih permainkan hukum,barang haram masih bebas beredar, sangat sulit memberantas, karena polisi menangkap tapi di mainkan mafia di pengadilan, jadinya polisi kecewa dan ahirnya konco konco di lapangan dengan mafia, tetap tidak berhasil karena saling tidak percaya.",selagi mafia main hukum barang haram bebas edar sulit berantas polisi tangkap main mafia adil polisi kecewa ahir konco konco lapang mafia hasil percaya
2458,@uminartirokani8751,2023-09-15T08:55:33Z,"Korupsi ,narkoba gencar skli merusak bgsa kita 😢😢😢ya Allah ....lindungi bngsa kami ,anak2 kami....aamiin 🤲🤲🤲<br>Koruptor2 n bndar2 narkoba aplgi aparat yg mbekingi hrsnya stlh bnr2 trbukti tdk usah lama2 dpnjara ...lgsung digantung sj !!!! Nyatanya tdk dmkn ...mrka lamaaa dpnjara n mlah JD bandar dstu... yg bgtu masak polisi /pnjara tdk tahu ????😮😮😮😮TP ingaaat Allah TIDAK TIDUR !!! DIA TAHU.....!!!!",korupsi narkoba gencar skli rusak bgsa lindung bngsa anak aamiin koruptor bndar narkoba aplgi aparat mbekingi hrs stlh bnr bukti tidak lama dpnjara lgsung gantung saja tidak dmkn mrka lamaaa dpnjara mlah bandar dstu begitu masak polisi pnjara tidak tapi ingaaat tidur
1796,@ajrinkarim3331,2023-09-19T11:34:42Z,Owalah paaak2 duit banyak ky gitu mending ksh rakyat yg miskin beras skrg mahal  kadang2 cima mkn pake garrm doang saking gak punya duit pak tangkap dan hukum seberat2nya  klw perlu hukum mati aja,owalah paaak duit gitu mending kasih rakyat miskin beras sekarang mahal kadang cima mkn pake garrm doang saking gak duit tangkap hukum klw hukum mati aja
1858,@DHENPROBOCHANNEL,2023-09-16T13:20:32Z,Jgn lupa pak. Yg udah di penjara itu bnr2 diperketat jgn smpe dipenjara masih bisa transaksi narkoba.,jangan lupa sudah penjara bnr ketat jangan sampai penjara transaksi narkoba
1254,@nirmaayu177,2023-09-16T22:13:06Z,Aparat semua harus sadar bahwa menangkap mereka berarti menyelamatkan anak cucu kita semua  termasuk anak cucu nya aparat juga makanya jangan kasi ampun <br>Bravo POLRI🇮🇩,aparat sadar tangkap selamat anak cucu anak cucu aparat kasi ampun bravo polri
1685,@wahyuwahyudi2645,2023-09-18T03:07:18Z,hrs nya perbuatan apapun yg langgar hukum apalagi narkoba dipublikasikan di media wajahnya asalnya u.efek jera jg masyarakat semua tau siapa mrk. abaikan etika uu apapun. kl tdk mrk akan ulang&quot; lg.,hrs buat apa langgar hukum narkoba publikasi media wajah asal efek jera juga masyarakat tau mrk abai etika apa tidak mrk ulang lagi
1991,@suyadi9482,2023-09-13T00:25:25Z,Bapak Kapolri .bapak panglima ..bapak kasad ..3 Matra..dan bapak kabariskrim.dan ulama..sudah waktunya turun tangan untuk menyelamatkan generasi muda Indonesia ..ini sudah urgen kenyataan ini bisa di buktikan dengan jualan di lapas..seorang di hukum masih bisa jualan narkoba di dalam lapas..sungguh naif .pejabat lapas ..terserah pemerintah para bandar dan pemakai ..apakah di rehabilitasi dan pongobatan gratis..agar mereka selamat dari narkoba..kasian mereka..semoga usul ini di tindak lanjuti para pemimpin..kita aamiin...,kapolri panglima kasad matra kabariskrim ulama turun tangan selamat generasi muda indonesia urgen nyata bukti jual lapas hukum jual narkoba lapas sungguh naif jabat lapas serah perintah bandar pakai rehabilitasi pongobatan gratis selamat narkoba kasi moga usul tindak lanjut pimpin aamiin
740,@mohzahep2521,2023-09-15T23:53:58Z,Sayang hukum mati sudah di hapuskan. Enak yg jadi bekingnya cuman siul&quot; di dalam jeruji itupun akan di potong hukuman setelah menyuap orang dalam.,sayang hukum mati hapus beking cuman siul jeruji itu potong hukum suap
244,@shelmanz090,2023-09-14T18:11:10Z,SEBENARNYA INI PEKERJAAN ASLI APARAT YANG KAYA KAYA DEMI DIRI SNDRI.. MASUKNYA NARKOBA DRI LUAR NEGRI ITU PASTI A1 ADA BEKENG APARAT PEMEGANG HUKUM. KLO BISA HUKUM MATI DAN TERUS BERSIHKAN SMPAI AKAR AKARNYA. PANTASAN ADA TERUS DI INDONESIA GK HABIS HABIS PADAHAL TAHUN KETAHUN SELALU DITANGKEPIN. TERNYATA EMNG TERNYATA KERJAANYA OKNUM ABDI NEGARA. SANGAT HINA.,kerja asli aparat kaya kaya masuk narkoba negri bekeng aparat pegang hukum hukum mati sih smpai akar akar pantas indonesia tidak habis habis tahun tahun ditangkepin memang kerjaa oknum abdi negara hina
1351,@pardameanpanjaitan3158,2023-09-17T06:12:52Z,Ini baru hrs tembak mati .karena ini merusak moral hukum Indonesia..menggapa karena barang ini bisa menyuapseluru kepolisian.,hrs tembak mati rusak moral hukum indonesia menggapa barang menyuapseluru polisi
209,@fixer3294,2023-09-13T06:06:52Z,"Sdh sering menangkap paus, tp narko ttp jaya beredar. Dunia panggung sandirawa.",sudah tangkap paus tapi narko ttp jaya edar dunia panggung sandirawa
872,@atptangerang,2023-09-16T01:04:53Z,"fredy budiman di eksekusi regu tembak, yg ini pun seharusnya sama, terutama polisi yg terlibat kejahatan ini, krna tanpa mereka kejahatan seperti ini tdk akan bertumbuh hingga begitu besar yg merusak generasi bangsa",fredy budiman eksekusi regu tembak polisi libat jahat karena jahat tidak tumbuh rusak generasi bangsa
2693,@argan1519,2023-09-16T09:39:57Z,"Buat pa bongkar sindikat narkoba terbesar klw hanya kroconya bukan pentolannya yg ditangkap,permainannya aparat kepolisian biar di bilang kerja,buktinya aja sambo bknnya dihukum mati malah di peringan hukumannya.",bongkar sindikat narkoba besar klw kroco pentol tangkap main aparat polisi biar bilang bukti aja sambo bkn hukum mati pering hukum
2250,@restulahagu,2023-09-15T10:37:38Z,Masyakat ingin tau narkoba yg disita di bakar secara live streaming pak polisi. Mohon segera di laksanakan untuk narkoba yg di sita di bakar di depan masyarakat. Terimakasih saran dari saya,masyakat tau narkoba sita bakar live streaming polisi laksana narkoba sita bakar masyarakat terimakasih saran
479,@imambudi5806,2023-09-18T00:07:27Z,klo negri ini mo aman terlepas dari narkoba ya pelakunya DIHUKUM MATI termasuk yg mem BACK UP dihukum   MATI termasuk KORUPTOR2 yg ada di negri ini adili dan langsung vonis hukuman MATI ...            ❤❤❤❤❤ INDONESIA,negri mau aman lepas narkoba laku hukum mati mem back hukum mati koruptor negri adil vonis hukum mati indonesia
